,TX_AGGREGATION_TIMER_STEP_UP,MEASURE_INTERVAL_S,hops,pdr,plr,aggregation_efficiency,energy
164,330,1800,0,1.0,0.0,0.98,290262.6618530681
165,330,1800,0,1.0,0.0,0.98,286775.307010058
166,330,1800,1,0.6,0.4,0.0,291517.62121877586
167,330,1800,1,0.22105263157894736,0.7789473684210526,0.0,292936.62251847616
168,330,1800,1,1.0,0.0,0.0,300900.8516453947
169,330,1800,1,1.0,0.0,0.0,300824.91173881403
170,330,1800,1,1.0,0.0,0.0,306190.9321771076
171,330,1800,1,0.9894736842105263,0.010526315789473684,0.0,306199.54740089295
172,330,1800,1,1.0,0.0,0.9607843137254902,281383.2045724306
173,330,1800,1,0.46,0.54,0.9607843137254902,281592.9357953069
174,330,1800,2,1.0,0.0,0.0,291564.01863571815
175,330,1800,3,0.43157894736842106,0.5684210526315789,0.0,294199.2975606845
176,360,1800,0,0.5714285714285714,0.40816326530612246,0.6799999999999999,288301.7555185297
177,360,1800,0,1.0,0.0,0.8679245283018868,284503.61862272315
178,360,1800,0,1.0,0.0,0.98,289873.2226094728
179,360,1800,0,1.0,0.0,0.9607843137254902,291198.7593840592
180,360,1800,0,1.0,0.0,0.98,292980.00792509905
181,360,1800,0,1.0,0.0,0.98,291658.0546855233
182,360,1800,1,0.37894736842105264,0.6105263157894737,0.0,296112.9056808112
183,360,1800,1,0.9368421052631579,0.06315789473684211,0.0,293458.34555354493
184,360,1800,1,1.0,0.0,0.0,304454.95769718976
185,360,1800,1,1.0,0.0,0.0,305667.6098110325
186,360,1800,1,1.0,0.0,0.0,307988.7153684243
187,360,1800,1,0.9894736842105263,0.010526315789473684,0.0,307021.5595358179
188,360,1800,1,1.0,0.0,0.9607843137254902,282949.518954321
189,360,1800,1,1.0,0.0,0.9607843137254902,283764.9683067093
190,360,1800,2,1.0,0.0,0.0,293089.61298472
191,360,1800,3,1.0,0.0,0.0,292985.2683415432
192,390,1800,0,0.42857142857142855,0.40816326530612246,0.64,288358.325856804
193,390,1800,0,0.8727272727272727,0.12727272727272726,0.6428571428571428,288877.33226234483
194,390,1800,0,1.0,0.0,0.98,291407.42172070977
195,390,1800,0,1.0,0.0,0.9607843137254902,293592.72123405314
196,390,1800,0,1.0,0.0,0.98,292677.5082029506
197,390,1800,0,1.0,0.0,0.98,291753.2199203365
198,390,1800,1,0.2,0.6631578947368421,0.0,293615.6930853326
199,390,1800,1,0.5473684210526316,0.45263157894736844,0.0,294631.23357905494
200,390,1800,1,1.0,0.0,0.0,304684.8956492694
201,390,1800,1,1.0,0.0,0.0,306136.4232926607
202,390,1800,1,1.0,0.0,0.0,308062.74726396095
203,390,1800,1,0.9894736842105263,0.010526315789473684,0.0,308308.49818363565
204,390,1800,1,1.0,0.0,0.9607843137254902,284826.43519754754
205,390,1800,1,0.94,0.06,0.9607843137254902,284256.65400280774
206,390,1800,2,1.0,0.0,0.0,294136.6447562697
207,390,1800,3,0.9473684210526315,0.05263157894736842,0.0,293843.02761586534
208,420,1800,0,0.9591836734693877,0.04081632653061224,0.94,286901.5315287971
209,420,1800,0,0.8103448275862069,0.13793103448275862,0.423728813559322,294907.28091484983
210,420,1800,0,1.0,0.0,0.98,293761.21211509465
211,420,1800,0,1.0,0.0,0.9607843137254902,294235.4899213967
212,420,1800,0,1.0,0.0,0.98,294379.45376134553
213,420,1800,0,1.0,0.0,0.98,292486.5803680447
214,420,1800,1,0.8736842105263158,0.12631578947368421,0.0,295232.24342881393
215,420,1800,1,0.3157894736842105,0.6736842105263158,0.0,296858.5291893914
216,420,1800,1,1.0,0.0,0.0,307730.3836178241
217,420,1800,1,1.0,0.0,0.0,306521.3217248228
218,420,1800,1,1.0,0.0,0.0,309499.6807448634
219,420,1800,1,0.9894736842105263,0.010526315789473684,0.0,309555.57558916014
220,420,1800,1,0.98,0.0,0.9607843137254902,285690.4019525588
221,420,1800,1,0.64,0.36,0.9607843137254902,285998.378106851
222,420,1800,2,0.9789473684210527,0.0,0.0,295725.7396505395
223,420,1800,3,0.631578947368421,0.3684210526315789,0.0,297934.02914036805
224,450,1800,0,0.5,0.2916666666666667,0.9795918367346939,286317.48162322154
225,450,1800,0,0.7843137254901961,0.21568627450980393,0.8269230769230769,287028.9656175906
226,450,1800,0,0.9387755102040817,0.061224489795918366,0.98,292366.27507398906
227,450,1800,0,1.0,0.0,0.96,294267.44109194627
228,450,1800,0,1.0,0.0,0.9795918367346939,294735.9114731426
229,450,1800,0,1.0,0.0,0.9795918367346939,293727.1393374325
230,450,1800,1,0.47368421052631576,0.3157894736842105,0.0,296689.931220897
231,450,1800,1,0.6,0.4,0.0,296585.8538994736
232,450,1800,1,0.9368421052631579,0.06315789473684211,0.0,310505.70451317134
233,450,1800,1,1.0,0.0,0.0,310785.7304610052
234,450,1800,1,0.9894736842105263,0.010526315789473684,0.0,311316.2757604702
235,450,1800,1,0.9894736842105263,0.010526315789473684,0.0,310645.730769882
236,450,1800,1,1.0,0.0,0.96,287285.82692481147
237,450,1800,1,0.8979591836734694,0.10204081632653061,0.96,287165.9842306886
238,450,1800,2,1.0,0.0,0.0,296362.8299877908
239,450,1800,3,0.8736842105263158,0.12631578947368421,0.0,296699.3642486559
240,480,1800,0,0.7948717948717948,0.05128205128205128,0.975609756097561,282644.02725136996
241,480,1800,0,1.0,0.0,0.6808510638297872,285226.4632847038
242,480,1800,0,1.0,0.0,0.975609756097561,288208.84726676426
243,480,1800,0,1.0,0.0,0.9523809523809523,289241.97281446983
244,480,1800,0,1.0,0.0,0.975609756097561,288925.96075223427
245,480,1800,0,1.0,0.0,0.9761904761904762,288680.1600306791
246,480,1800,1,0.8105263157894737,0.05263157894736842,0.0,297036.3962067226
247,480,1800,1,0.7263157894736842,0.2736842105263158,0.0,297075.669001992
248,480,1800,1,0.9894736842105263,0.010526315789473684,0.0,310348.8402272036
249,480,1800,1,1.0,0.0,0.0,307509.21024666826
250,480,1800,1,1.0,0.0,0.0,310342.1769583632
251,480,1800,1,0.9894736842105263,0.010526315789473684,0.0,311326.9139714779
252,480,1800,1,1.0,0.0,0.9523809523809523,281748.7668872806
253,480,1800,1,1.0,0.0,0.9523809523809523,282588.7390596775
254,480,1800,2,1.0,0.0,0.0,296760.4292410095
255,480,1800,3,1.0,0.0,0.0,296475.1140881293
256,510,1800,0,0.75,0.175,0.975609756097561,281874.3301400675
257,510,1800,0,0.8461538461538461,0.15384615384615385,0.675,285201.9715669572
258,510,1800,0,0.7,0.3,0.975609756097561,288260.12086142536
259,510,1800,0,1.0,0.0,0.9523809523809523,289084.0720695671
260,510,1800,0,1.0,0.0,0.975609756097561,289796.90270633233
261,510,1800,0,0.95,0.05,0.9761904761904762,290580.2879644944
262,510,1800,1,0.7684210526315789,0.16842105263157894,0.0,297928.51113833376
263,510,1800,1,0.5157894736842106,0.4842105263157895,0.0,297796.8326367885
264,510,1800,1,0.7368421052631579,0.2631578947368421,0.0,312127.0871770273
265,510,1800,1,1.0,0.0,0.0,307736.0019173115
266,510,1800,1,1.0,0.0,0.0,312821.21621292393
267,510,1800,1,0.9578947368421052,0.042105263157894736,0.0,312376.8016879661
268,510,1800,1,1.0,0.0,0.9523809523809523,283948.7148061489
269,510,1800,1,0.95,0.05,0.9523809523809523,283014.8723485468
270,510,1800,2,1.0,0.0,0.0,297495.30879356543
271,510,1800,3,0.9578947368421052,0.042105263157894736,0.0,297970.97480908554
272,540,1800,0,0.8947368421052632,0.02631578947368421,0.8461538461538461,285544.8242207872
273,540,1800,0,0.9210526315789473,0.07894736842105263,0.5384615384615384,288202.62609590305
274,540,1800,0,0.9743589743589743,0.0,0.975609756097561,289657.45002996805
275,540,1800,0,1.0,0.0,0.9512195121951219,291433.13340236107
276,540,1800,0,1.0,0.0,0.975609756097561,291260.5644154331
277,540,1800,0,1.0,0.0,0.975609756097561,291246.16492770053
278,540,1800,1,0.5894736842105263,0.3684210526315789,0.0,298610.0193752393
279,540,1800,1,0.3368421052631579,0.6631578947368421,0.0,298793.73363384575
280,540,1800,1,0.9578947368421052,0.021052631578947368,0.0,310917.6446082805
281,540,1800,1,1.0,0.0,0.0,308025.0968905513
282,540,1800,1,1.0,0.0,0.0,313944.81210921874
283,540,1800,1,0.9894736842105263,0.010526315789473684,0.0,313827.8980116893
284,540,1800,1,1.0,0.0,0.9523809523809523,285596.46660110354
285,540,1800,1,1.0,0.0,0.9523809523809523,284848.95887541404
286,540,1800,2,1.0,0.0,0.0,298915.4225758684
287,540,1800,3,1.0,0.0,0.0,299291.3733820298
288,570,1800,0,1.0,0.0,0.975,285638.1864286356
289,570,1800,0,0.9302325581395349,0.023255813953488372,0.2727272727272727,293398.9970867003
290,570,1800,0,1.0,0.0,0.975609756097561,291984.35766961414
291,570,1800,0,1.0,0.0,0.9512195121951219,292387.2859844305
292,570,1800,0,1.0,0.0,0.975,291736.12663034425
293,570,1800,0,1.0,0.0,0.975609756097561,292300.37304971897
294,570,1800,1,0.8736842105263158,0.12631578947368421,0.0,300162.5945238196
295,570,1800,1,0.2,0.8,0.0,300936.09744285163
296,570,1800,1,1.0,0.0,0.0,310123.99723130005
297,570,1800,1,1.0,0.0,0.0,308827.1520938287
298,570,1800,1,1.0,0.0,0.0,314832.6063546147
299,570,1800,1,0.9894736842105263,0.010526315789473684,0.0,315000.5902179496
300,570,1800,1,1.0,0.0,0.9512195121951219,285056.1253256263
301,570,1800,1,1.0,0.0,0.9512195121951219,285351.8613373473
302,570,1800,2,1.0,0.0,0.0,300577.14094696916
303,570,1800,3,1.0,0.0,0.0,300766.63784133556
