,MEASURE_PAYLOAD_SIZE_BYTE,MEASURE_INTERVAL_S,children,pdr,plr,aggregation_efficiency,energy,energy_per_byte,energy_tx_per_byte,latency
344,22,1800,1,0.9565217391304348,0.0,0.88,54776.44851763505,38.30520875359095,7.372549643080409,836.0133759994615
345,22,1800,2,1.0,0.0,0.9555555555555556,98429.31124335187,21.004974657138682,4.207287092959594,926.2627052305043
346,22,1800,2,0.9130434782608695,0.0,0.88,59182.7943268937,40.151149475504546,7.1625675761232985,926.2627052305043
347,22,1800,2,0.9545454545454546,0.0,0.9166666666666666,84666.1128873084,35.96691286631623,4.441339137196668,926.2627052305043
348,22,1800,2,0.9565217391304348,0.0,0.875,72489.46974912132,50.69193688749743,7.091143945849739,652.818548000193
349,22,1800,2,1.0,0.0,0.9767441860465116,75467.8105438199,22.86903349812724,5.588761614402639,652.818548000193
350,22,1800,3,1.0,0.0,0.9130434782608696,80708.38784690441,43.159565693531775,5.28758001600241,851.6352962935962
351,22,1800,3,0.9545454545454546,0.0,0.9166666666666666,85843.50185444967,45.37182973279581,5.442718861398204,851.6352962935962
352,24,1800,0,0.9523809523809523,0.011904761904761904,0.0,75366.62631756562,149.53695697929686,17.87760213905319,902.3383279999562
353,24,1800,0,1.0,0.0,0.0,73878.72063614958,146.58476316696346,17.87760213905319,902.3383279999562
354,24,1800,0,1.0,0.0,0.0,78404.16068163418,148.4927285637011,17.841213890005235,902.3383279999562
355,24,1800,0,1.0,0.0,0.0,85019.7818668538,154.02134396169166,17.80798983652666,902.3383279999562
356,24,1800,0,1.0,0.0,0.0,80429.27188651539,152.3281664517337,17.841213890005235,902.338327999074
357,24,1800,0,1.0,0.0,0.0,61833.91124463483,112.01795515332397,17.80798983652666,902.338327999074
358,24,1800,0,1.0,0.0,0.0,73923.00385252784,133.91848524008665,17.80798983652666,902.338327999074
359,24,1800,0,0.9565217391304348,0.0,0.0,52728.312551128714,95.52230534624768,17.80798983652666,902.338327999074
360,24,1800,0,0.9565217391304348,0.0,0.0,46215.21917965872,83.72322315155566,17.80798983652666,902.338327999074
361,24,1800,0,0.9545454545454546,0.0,0.0,44324.59230023819,83.94809147772385,17.841213890005235,902.338327999074
362,24,1800,0,1.0,0.0,0.0,80125.46843460754,158.97910403691972,17.87760213905319,902.338327999074
363,24,1800,0,0.9545454545454546,0.0,0.0,84244.36651461748,159.5537244595028,17.841213890005235,902.338327999074
364,24,1800,0,0.9545454545454546,0.0,0.0,70706.78840274017,133.9143719748867,17.841213890005235,902.338327999074
365,24,1800,0,0.9565217391304348,0.0,0.0,68731.09637113103,124.5128557448026,17.80798983652666,902.338327999074
366,24,1800,0,0.9545454545454546,0.0,0.0,68345.55809954433,129.44234488550063,17.841213890004877,902.338327999074
367,24,1800,0,0.9545454545454546,0.0,0.0,62675.43342731631,118.70347240022029,17.841213890005235,902.338327999074
368,24,1800,0,0.9545454545454546,0.0,0.0,64502.571552910624,122.16396127445194,17.841213890005235,902.338327999074
369,24,1800,0,0.9545454545454546,0.0,0.0,54099.96857667197,102.46206169824237,17.841213890005235,902.338327999074
370,24,1800,0,0.9545454545454546,0.0,0.0,48498.99210716372,91.85415171811312,17.841213890005235,902.338327999074
371,24,1800,0,0.9545454545454546,0.0,0.0,44529.47923555223,84.33613491581862,17.841213890005235,902.338327999074
372,24,1800,0,1.0,0.0,0.0,79774.0466341376,158.28183855979682,17.87760213905319,902.3383280012058
373,24,1800,1,1.0,0.0,0.9545454545454546,57480.87566959387,57.024678243644715,9.115927469529256,813.0383618439855
374,24,1800,1,1.0,0.0,0.9130434782608696,50214.52372647354,49.815995760390415,9.515143885244148,813.0383618439855
375,24,1800,1,1.0,0.0,0.9130434782608696,79215.55910216505,76.75926269589637,9.30107010186574,813.0383618439855
376,24,1800,1,0.9565217391304348,0.0,0.88,53090.08058591864,34.032102939691434,6.774520635386708,813.0383618439855
377,24,1800,2,1.0,0.0,0.9555555555555556,95981.75746885111,18.775774152748653,3.8834982690139133,880.4902652305036
378,24,1800,2,0.9130434782608695,0.0,0.88,58168.26800316996,36.17429602187186,6.582209929852517,880.4902652305036
