,MEASURE_INTERVAL_S,TX_AGGREGATION_TIMER_NOMINAL,children,pdr,plr,aggregation_efficiency,energy,latency
186,1800,630,1,1.0,0.0,0.7586206896551724,95433.14032429371,95433.14032429371
187,1800,630,2,1.0,0.0,0.9583333333333334,133356.86354055392,133356.86354055392
188,1800,630,2,0.9565217391304348,0.043478260869565216,0.8181818181818181,96729.8978430298,96729.8978430298
189,1800,630,2,1.0,0.0,0.9473684210526316,129219.5464061058,129219.5464061058
190,1800,630,2,1.0,0.0,0.95,107520.8375110685,107520.8375110685
191,1800,630,3,0.9130434782608695,0.043478260869565216,0.9,138373.43770836198,138373.43770836198
192,1800,720,0,0.9130434782608695,0.043478260869565216,0.0,119184.11562744448,119184.11562744448
193,1800,720,0,1.0,0.0,0.0,119283.30249005841,119283.30249005841
194,1800,720,0,1.0,0.0,0.0,122563.86869046745,122563.86869046745
195,1800,720,0,1.0,0.0,0.0,128549.18817003642,128549.18817003642
196,1800,720,0,1.0,0.0,0.0,122288.61001475494,122288.61001475494
197,1800,720,0,1.0,0.0,0.0,111498.32538477125,111498.32538477125
198,1800,720,0,1.0,0.0,0.0,111132.8700858127,111132.8700858127
199,1800,720,0,0.9130434782608695,0.0,0.0,93382.96644087936,93382.96644087936
200,1800,720,0,0.8695652173913043,0.043478260869565216,0.0,90614.67980456295,90614.67980456295
201,1800,720,0,1.0,0.0,0.0,91409.18723229202,91409.18723229202
202,1800,720,0,1.0,0.0,0.0,125814.75611616488,125814.75611616488
203,1800,720,0,1.0,0.0,0.0,121687.74178651033,121687.74178651033
204,1800,720,0,1.0,0.0,0.0,124937.08933088399,124937.08933088399
205,1800,720,0,1.0,0.0,0.0,111930.51419878633,111930.51419878633
206,1800,720,0,1.0,0.0,0.0,111987.34059688389,111987.34059688389
207,1800,720,0,0.9130434782608695,0.08695652173913043,0.0,112324.60022870878,112324.60022870878
208,1800,720,0,1.0,0.0,0.0,118058.81979351322,118058.81979351322
209,1800,720,0,0.9130434782608695,0.08695652173913043,0.0,95175.90448240846,95175.90448240846
210,1800,720,0,1.0,0.0,0.0,86868.80567096318,86868.80567096318
211,1800,720,0,1.0,0.0,0.0,125735.89831423618,125735.89831423618
212,1800,720,1,1.0,0.0,0.9545454545454546,96711.48526322035,96711.48526322035
213,1800,720,1,1.0,0.0,0.9545454545454546,90041.06716111721,90041.06716111721
214,1800,720,1,1.0,0.0,0.9545454545454546,123999.46441693515,123999.46441693515
215,1800,720,1,1.0,0.0,0.6538461538461539,128838.19661647771,128838.19661647771
216,1800,720,1,0.9130434782608695,0.08695652173913043,0.7931034482758621,106880.11096982914,106880.11096982914
217,1800,720,1,1.0,0.0,0.9130434782608696,93591.10452786821,93591.10452786821
218,1800,720,2,1.0,0.0,0.9523809523809523,133081.51968292412,133081.51968292412
219,1800,720,2,0.9130434782608695,0.0,0.8888888888888888,95998.21004965276,95998.21004965276
220,1800,720,2,1.0,0.0,0.95,127860.83207585651,127860.83207585651
221,1800,720,2,0.9130434782608695,0.043478260869565216,0.95,136105.87483511405,136105.87483511405
222,1800,720,2,1.0,0.0,0.9444444444444444,116965.91441968942,116965.91441968942
223,1800,720,2,1.0,0.0,0.95,107476.01855810675,107476.01855810675
224,1800,810,0,1.0,0.0,0.0,120017.63381023137,120017.63381023137
225,1800,810,0,1.0,0.0,0.0,119646.32429260164,119646.32429260164
226,1800,810,0,1.0,0.0,0.0,123592.45274257463,123592.45274257463
227,1800,810,0,1.0,0.0,0.0,129025.80437932772,129025.80437932772
228,1800,810,0,1.0,0.0,0.0,123444.84567290111,123444.84567290111
229,1800,810,0,1.0,0.0,0.0,112613.75999394574,112613.75999394574
230,1800,810,0,1.0,0.0,0.0,112688.81273390322,112688.81273390322
231,1800,810,0,0.6956521739130435,0.2608695652173913,0.0,94349.64849546879,94349.64849546879
232,1800,810,0,0.7391304347826086,0.2608695652173913,0.0,91396.03849824666,91396.03849824666
233,1800,810,0,0.9130434782608695,0.08695652173913043,0.0,91613.33992197562,91613.33992197562
234,1800,810,0,1.0,0.0,0.0,124603.04688810387,124603.04688810387
235,1800,810,0,0.9565217391304348,0.043478260869565216,0.0,125867.9562998576,125867.9562998576
236,1800,810,0,0.9565217391304348,0.043478260869565216,0.0,122103.64131123565,122103.64131123565
237,1800,810,0,0.9130434782608695,0.08695652173913043,0.0,125484.3766313369,125484.3766313369
238,1800,810,0,1.0,0.0,0.0,110727.63196427377,110727.63196427377
239,1800,810,0,1.0,0.0,0.0,111029.23067511231,111029.23067511231
240,1800,810,0,1.0,0.0,0.0,111203.64755516285,111203.64755516285
241,1800,810,0,1.0,0.0,0.0,118195.63717181144,118195.63717181144
242,1800,810,0,1.0,0.0,0.0,95645.5228389215,95645.5228389215
243,1800,810,0,1.0,0.0,0.0,87074.73126146404,87074.73126146404
244,1800,810,0,1.0,0.0,0.0,126645.33784189084,126645.33784189084
245,1800,810,1,1.0,0.0,0.9545454545454546,96687.13975819126,96687.13975819126
246,1800,810,1,0.9130434782608695,0.043478260869565216,0.95,90465.65305977839,90465.65305977839
247,1800,810,1,1.0,0.0,0.64,129694.99369596729,129694.99369596729
248,1800,810,1,1.0,0.0,0.9090909090909091,103883.32208906901,103883.32208906901
249,1800,810,1,1.0,0.0,0.75,93607.41709329005,93607.41709329005
250,1800,810,2,1.0,0.0,0.9090909090909091,132383.97909168113,132383.97909168113
251,1800,810,2,0.7391304347826086,0.13043478260869565,0.8888888888888888,96452.5490246013,96452.5490246013
252,1800,810,2,0.9565217391304348,0.043478260869565216,0.9473684210526316,128135.58206359218,128135.58206359218
253,1800,810,2,1.0,0.0,0.9411764705882353,115721.28476365676,115721.28476365676
254,1800,810,2,1.0,0.0,0.9473684210526316,107189.20366590336,107189.20366590336
255,1800,810,3,1.0,0.0,0.9411764705882353,134888.19739770924,134888.19739770924
256,1800,900,0,0.9130434782608695,0.043478260869565216,0.0,120639.95843078292,120639.95843078292
257,1800,900,0,1.0,0.0,0.0,119791.92476114666,119791.92476114666
258,1800,900,0,1.0,0.0,0.0,124229.75519393399,124229.75519393399
259,1800,900,0,1.0,0.0,0.0,129037.63988882232,129037.63988882232
260,1800,900,0,1.0,0.0,0.0,123258.01940412995,123258.01940412995
261,1800,900,0,1.0,0.0,0.0,113376.92286981629,113376.92286981629
262,1800,900,0,1.0,0.0,0.0,113068.22844123216,113068.22844123216
263,1800,900,0,1.0,0.0,0.0,94250.97860583242,94250.97860583242
264,1800,900,0,1.0,0.0,0.0,92197.24715748662,92197.24715748662
265,1800,900,0,0.8695652173913043,0.13043478260869565,0.0,92564.10331587975,92564.10331587975
266,1800,900,0,1.0,0.0,0.0,125079.60635980147,125079.60635980147
267,1800,900,0,1.0,0.0,0.0,126395.0627828616,126395.0627828616
268,1800,900,0,1.0,0.0,0.0,129194.26232519293,129194.26232519293
269,1800,900,0,1.0,0.0,0.0,120352.5031874479,120352.5031874479
270,1800,900,0,0.6521739130434783,0.34782608695652173,0.0,124563.13069440574,124563.13069440574
271,1800,900,0,1.0,0.0,0.0,111542.73352058396,111542.73352058396
272,1800,900,0,1.0,0.0,0.0,111792.17444270731,111792.17444270731
273,1800,900,0,0.43478260869565216,0.5652173913043478,0.0,111485.39956061823,111485.39956061823
274,1800,900,0,0.8260869565217391,0.08695652173913043,0.0,105097.83115300148,105097.83115300148
275,1800,900,0,0.9130434782608695,0.043478260869565216,0.0,95960.29217970009,95960.29217970009
276,1800,900,0,1.0,0.0,0.0,87974.44067092588,87974.44067092588
277,1800,900,0,1.0,0.0,0.0,125572.53665066096,125572.53665066096
278,1800,900,1,1.0,0.0,0.9090909090909091,97554.22991767174,97554.22991767174
279,1800,900,1,0.8695652173913043,0.08695652173913043,0.95,90911.81656351253,90911.81656351253
280,1800,900,1,0.9130434782608695,0.043478260869565216,0.9523809523809523,118223.26878169355,118223.26878169355
281,1800,900,1,1.0,0.0,0.7083333333333333,93422.08245430038,93422.08245430038
282,1800,900,2,1.0,0.0,0.8181818181818181,131281.71447921416,131281.71447921416
283,1800,900,2,1.0,0.0,0.8888888888888888,96538.79141824984,96538.79141824984
284,1800,900,2,1.0,0.0,0.9411764705882353,116415.08146623625,116415.08146623625
285,1800,900,2,1.0,0.0,0.9473684210526316,107399.88856338912,107399.88856338912
286,1800,900,3,1.0,0.0,0.9444444444444444,127485.40430896875,127485.40430896875
287,1800,900,3,0.9130434782608695,0.043478260869565216,0.9444444444444444,133918.55242985731,133918.55242985731
288,1800,990,0,0.9565217391304348,0.043478260869565216,0.0,121123.30636212083,121123.30636212083
289,1800,990,0,1.0,0.0,0.0,120470.35815547296,120470.35815547296
290,1800,990,0,1.0,0.0,0.0,124120.6019666372,124120.6019666372
291,1800,990,0,1.0,0.0,0.0,132296.5049073754,132296.5049073754
292,1800,990,0,1.0,0.0,0.0,129627.67285231102,129627.67285231102
293,1800,990,0,1.0,0.0,0.0,124009.7542544873,124009.7542544873
294,1800,990,0,1.0,0.0,0.0,113779.18418246326,113779.18418246326
295,1800,990,0,1.0,0.0,0.0,114420.53925859729,114420.53925859729
296,1800,990,0,0.8260869565217391,0.17391304347826086,0.0,95751.0580597952,95751.0580597952
297,1800,990,0,0.8260869565217391,0.17391304347826086,0.0,92270.14722709091,92270.14722709091
298,1800,990,0,1.0,0.0,0.0,92979.53538012013,92979.53538012013
299,1800,990,0,1.0,0.0,0.0,127212.71455194885,127212.71455194885
300,1800,990,0,1.0,0.0,0.0,122585.85671831042,122585.85671831042
301,1800,990,0,1.0,0.0,0.0,126102.93846337158,126102.93846337158
302,1800,990,0,1.0,0.0,0.0,112260.79714613318,112260.79714613318
303,1800,990,0,1.0,0.0,0.0,112511.3594126977,112511.3594126977
304,1800,990,0,1.0,0.0,0.0,113238.67782989198,113238.67782989198
