,LORA_SF,LORA_TRANSMIT_POWER,hops,pdr,plr,aggregation_efficiency,energy,energy_per_byte,energy_tx_per_byte
0,7,2,0,1.0,0.0,0.8571428571428572,49207.42511671243,61.20326507053785,7.453923380298606
1,7,2,0,1.0,0.0,0.8181818181818181,45949.054019543924,403.0618773644204,39.19262451788546
2,7,2,0,1.0,0.0,0.6923076923076923,49218.650726522974,282.86580877312053,30.48656460414173
3,7,2,0,1.0,0.0,0.0,37786.029550019215,572.5155992427153,73.53583647999444
4,7,2,0,0.9,0.1,0.0,40612.566192102626,676.8761032017104,74.14715906399445
5,7,2,0,1.0,0.0,0.8461538461538461,39176.314762363494,84.79721810035389,11.760294388570493
6,7,2,1,1.0,0.0,0.0,46633.640515495936,706.5703108408475,73.53583647999444
7,7,2,1,1.0,0.0,0.0,43518.80349021417,725.3133915035695,74.14715906399445
8,7,2,1,1.0,0.0,0.0,46137.78834636645,699.0573991873704,73.53583647999444
9,7,2,1,1.0,0.0,0.7142857142857143,39395.337687094274,109.43149357526187,16.083243176000064
10,7,2,1,0.9,0.0,0.75,36342.38515451126,147.73327298581813,20.05313856780954
11,7,2,1,0.8888888888888888,0.0,0.0,47366.66999154969,877.1605553990682,74.89433111110557
12,7,2,1,1.0,0.0,0.0,48758.32562020898,902.931955929796,74.89433111110557
13,7,2,1,0.8181818181818182,0.0,0.7333333333333334,50521.67434048852,83.36909957176323,10.407847520791565
14,7,2,1,0.9,0.0,0.0,33311.53800820469,555.1923001367448,74.14715906399445
15,7,2,1,0.9,0.0,0.0,31638.003088289606,527.3000514714935,74.14715906399445
16,7,2,1,0.8181818181818182,0.0,0.0,50159.748896461606,759.9961954009334,73.53583647999444
17,7,2,2,0.8,0.1,0.75,35262.30193722003,163.25139785750014,22.79893527999631
18,7,2,2,0.8,0.0,0.75,49898.168946677404,437.7032363743632,42.731860530520414
19,7,2,2,0.8181818181818182,0.0,0.6923076923076923,50510.24960108725,233.8437481531817,24.65702504221893
20,7,2,2,0.9,0.0,0.0,42816.01964450308,713.6003274083847,74.14715906399445
21,7,2,2,0.8,0.1,0.6666666666666667,47536.31151750312,226.3633881785863,23.43515116799498
22,7,2,2,0.9,0.0,0.0,40029.220324110756,667.1536720685126,74.14715906399445
23,7,2,2,0.7777777777777778,0.1111111111111111,0.8,41971.6912846492,269.04930310672563,26.217900584619322
24,7,2,2,0.8888888888888888,0.0,0.8181818181818181,43650.36648094767,279.8100415445363,28.790640255391526
25,7,2,3,0.7777777777777778,0.1111111111111111,0.0,29545.90721638538,547.1464299330627,74.89433111110557
26,7,2,3,0.8,0.1,0.8181818181818181,31338.192577787064,274.89642612093917,39.19262451788546
27,7,2,3,0.7,0.1,0.0,41743.96804988998,695.7328008314997,74.14715906399445
28,7,2,3,0.7272727272727273,0.09090909090909091,0.0,41658.313247692815,631.1865643589821,73.53583647999444
29,7,2,3,0.8181818181818182,0.0,0.6666666666666667,36950.44016647305,324.12666812695653,42.722538088412186
30,7,2,4,0.8,0.1,0.0,32648.07096843098,544.1345161405163,74.14715906399445
31,7,2,4,0.8888888888888888,0.0,0.0,32873.00041428528,608.7592669312088,74.89433111110557
