,LORA_SF,MEASURE_INTERVAL_S,hops,pdr,plr,aggregation_efficiency,energy,energy_per_byte,energy_tx_per_byte,latency
166,12,1800,0,1.0,0.0,0.0,53513.15754749239,891.8859591248731,101.36440168798853,668.658532000949
167,12,1800,0,1.0,0.0,0.0,57361.879684991516,956.031328083192,101.36440168798853,638.4808200022126
168,12,1800,0,1.0,0.0,0.75,45420.39125615814,398.42448470314156,63.27106497683232,608.4193560020321
169,12,1800,0,1.0,0.0,0.9090909090909091,44424.07846885686,185.10032695357026,32.28445530199779,578.5637520011405
170,12,1800,0,1.0,0.0,0.0,69303.54428475814,1155.0590714126358,101.36440168798853,820.1202000011817
171,12,1800,0,1.0,0.0,0.0,70675.35484705547,1070.8387098038706,100.52667935998863,790.1376200016775
172,12,1800,0,1.0,0.0,0.9090909090909091,68753.17240079342,197.5665873586018,24.805989256549484,760.4187760003333
173,12,1800,0,1.0,0.0,0.8461538461538461,67252.8816754946,224.17627225164867,30.760512340801572,730.3358160004573
174,12,1800,0,1.0,0.0,0.0,65466.35657935196,991.9144936265449,100.52667935998863,700.1524760001685
175,12,1800,1,0.9090909090909091,0.0,0.7692307692307692,40710.537835698444,323.0995066325273,62.17313239237214,1182.491472001111
176,12,1800,1,1.0,0.0,0.0,36175.05251780454,602.917541963409,101.36440168798853,1238.6875640035387
177,12,1800,1,0.9090909090909091,0.0,0.8333333333333334,71813.44644656547,569.9479876711546,58.05496995046665,1388.66907599966
178,12,1800,1,1.0,0.0,0.8333333333333334,71691.65453945163,597.4304544954302,60.67431620799127,1537.9480800030688
179,12,1800,1,0.7,0.3,0.0,62765.29139762324,1046.0881899603874,101.36440168798853,1661.8762520008731
180,12,1800,1,0.9090909090909091,0.0,0.0,68944.0147098936,1044.6062834832364,100.52667935998863,1782.2803480009406
181,12,1800,1,0.9,0.1,0.9090909090909091,61240.25654183329,510.33547118194406,56.35024564398735,1902.1440640020319
182,12,1800,1,1.0,0.0,0.0,61830.05834644343,1030.500972440724,101.36440168798853,2022.2153000060134
183,12,1800,1,1.0,0.0,0.8333333333333334,47304.92150963565,197.10383962348186,34.44649058399659,2408.636136004923
184,12,1800,1,0.9,0.1,0.0,34398.39750459357,573.3066250765595,101.36440168798853,608.4413400015073
185,12,1800,2,1.0,0.0,0.0,36478.72344140907,607.9787240234845,101.36440168798853,2808.8660280046815
186,12,1800,2,1.0,0.0,0.0,36848.131398637226,614.1355233106204,101.36440168798853,2958.7209520030274
187,12,1800,2,0.8181818181818182,0.09090909090909091,0.0,51047.91127656665,773.4532011601008,100.52667935998863,3108.4091640020542
188,12,1800,2,0.9090909090909091,0.0,0.0,53838.90494135646,815.7409839599463,100.52667935998863,3232.0440360037046
189,12,1800,2,0.9090909090909091,0.0,0.0,53640.45185877302,812.7341190723184,100.52667935998863,3351.9870920017147
190,12,1800,2,1.0,0.0,0.8333333333333334,51818.084013104,431.8173667758667,60.67431620799127,3471.8930680055637
191,12,1800,3,1.0,0.0,0.0,38478.14231053141,641.3023718421902,101.36440168798853,4086.0037760058167
