,TX_AGGREGATION_TIMER_NOMINAL,MEASURE_INTERVAL_S,children,pdr,plr,aggregation_efficiency,energy,energy_per_byte,energy_tx_per_byte,latency
0,0,10,0,0.3666766198865333,0.0585249328157659,0.0,2217059.9511471363,110.3344257563022,7.338345859495511,122.86189146262313
1,0,10,0,0.5935483870967742,0.025483870967741934,0.0,2282092.5370738837,122.69314715450987,5.347544399718126,122.86189146262313
2,0,10,0,0.9428345626975764,0.009483667017913594,0.0,2903393.30093544,127.47599670422551,39.275199411868925,122.86189146262313
3,0,10,0,0.7271412037037037,0.1574074074074074,0.0,3034174.723039066,146.3240124922389,42.934695727689046,122.86189146262313
4,0,10,0,0.9617123907145011,0.0030147723846849564,0.0,2481608.8871374694,124.69143237551349,8.59729032861409,122.86189146262313
5,0,10,1,0.49702380952380953,0.19291125541125542,0.2772087067861716,2727142.5439889072,88.9304944886489,20.831513907209665,37.360719306941746
6,0,10,1,0.6221637619204209,0.09799408089444261,0.0011695906432748204,2756513.6307460614,151.02529206366762,19.166862773849406,37.360719306941746
7,0,10,1,0.6563364692861096,0.09546209186496957,0.004582951420714965,2720639.5087674744,124.53719256465598,20.41486307022242,37.360719306941746
8,0,10,1,0.01858345021037868,0.561711079943899,0.4151865008880995,3135550.6903695324,104.41394240324783,30.54709375228359,37.360719306941746
9,0,10,1,0.233102714209686,0.5904736562001064,0.0808975494537939,2510910.841529077,90.0936792798377,49.264703898956306,89.01758666359319
10,0,10,2,0.3358716344846342,0.5121022572749524,0.4829326923076923,3103640.196227087,75.61370648119396,41.16936927258768,2.536333755439955
11,0,10,2,0.27678325530156983,0.20352519966951252,0.01772763900080576,2844356.4632214373,128.29754006411534,22.8463225841101,2.613402968288483
12,0,10,2,0.8319299427416639,0.07005725833614011,0.022456140350877174,3270313.0451486516,178.17985426330236,31.57405738831729,2.705869692793385
13,0,10,3,0.03576266594418857,0.5380655648875643,0.3676891615541922,3253813.8060152945,93.05118411162476,28.50186884071928,27.885214344149972
14,0,10,3,0.008235919234856535,0.7614240170031881,0.403954802259887,3058772.2167667714,81.28114946765443,42.016854033979385,27.885214344149972
15,0,10,3,0.008711247758134769,0.6968998206507815,0.05081796032022279,2668771.3586855154,105.95407966831489,46.2464234041154,25.94721624659269
16,0,10,3,0.008266666666666667,0.7874666666666666,0.4122678396871945,2843271.82157164,61.17720590351235,35.80903128570288,25.94721624659269
17,0,10,3,0.015306122448979591,0.33956916099773243,0.3629961587708067,2947170.7214444852,86.59998593807255,18.810949178375292,25.94721624659269
18,0,10,3,0.018665934669228657,0.44551194070820754,0.4379401408450704,2966220.3725456134,61.47352177206361,19.30441429949882,5.845636962460048
19,0,10,3,0.0029697624190064796,0.3434125269978402,0.02079272254710851,2897337.037125813,126.44396600880741,27.353832662952765,5.755116351193465
20,0,10,3,0.0037027241470510446,0.6231155778894473,0.24272509414584043,2515711.293472444,69.96249217065588,33.039098689735056,5.5503882658158545
21,0,10,3,0.19626696832579185,0.25197963800904977,0.19309838472834062,2737952.7310400466,103.14770686558343,20.977308717297035,18.76672501010762
22,0,10,4,0.012105263157894737,0.6052631578947368,0.24232334443211245,2920329.0498119066,83.4570487486256,31.445144801652095,31.771226529813248
23,0,10,4,0.25396825396825395,0.2498631636562671,0.2941176470588235,2817523.9211152312,71.4527267476981,15.085383682115612,31.771226529813248
24,0,10,5,0.17270429654591407,0.2594776748104465,0.07543391188251003,3012610.422109059,125.36872335035618,25.41549425287979,5.529181028379753
