,MEASURE_INTERVAL_S,TX_COLLISION_TIMER_NOMINAL,hops,pdr,plr,aggregation_efficiency,energy
169,1800,630,0,0.9545454545454546,0.045454545454545456,0.0,127257.23277072783
170,1800,630,0,1.0,0.0,0.6521739130434783,129864.18460051394
171,1800,630,0,1.0,0.0,0.9444444444444444,128923.27875301913
172,1800,630,0,1.0,0.0,0.95,110640.89271509789
173,1800,630,0,0.9130434782608695,0.08695652173913043,0.0,127948.79394117545
174,1800,630,1,1.0,0.0,0.8947368421052632,101251.66289039394
175,1800,630,1,1.0,0.0,0.0,125873.39919259555
176,1800,630,1,1.0,0.0,0.8823529411764706,136485.30551582342
177,1800,630,1,1.0,0.0,0.0,124665.0729266783
178,1800,630,1,0.7272727272727273,0.13636363636363635,0.0,128102.25414184493
179,1800,630,1,1.0,0.0,0.9375,119094.744294821
180,1800,630,1,0.9545454545454546,0.045454545454545456,0.9047619047619048,97498.68358143355
181,1800,630,1,1.0,0.0,0.0,91880.5209229342
182,1800,630,2,1.0,0.0,0.9090909090909091,98904.45741803816
183,1800,630,2,1.0,0.0,0.0,95704.8000169507
184,1800,630,2,0.9545454545454546,0.045454545454545456,0.0,95712.88774153971
185,1800,630,2,1.0,0.0,0.0,114058.47105498514
186,1800,630,2,1.0,0.0,0.0,114735.60659399114
187,1800,630,2,1.0,0.0,0.0,114863.42726577261
188,1800,630,2,0.9545454545454546,0.0,0.0,107869.34089820474
189,1800,630,2,1.0,0.0,0.95,120477.35938479728
190,1800,630,3,0.9565217391304348,0.0,0.0,96427.1096521541
191,1800,630,3,1.0,0.0,0.0,99236.55791158575
192,1800,720,0,0.9545454545454546,0.045454545454545456,0.0,124529.33635897917
193,1800,720,0,1.0,0.0,0.0,124221.36521313568
194,1800,720,0,1.0,0.0,0.0,128215.25427687545
195,1800,720,0,1.0,0.0,0.9130434782608696,136658.7152507869
196,1800,720,0,1.0,0.0,0.0,133221.94347220057
197,1800,720,0,1.0,0.0,0.0,127270.90478848208
198,1800,720,0,1.0,0.0,0.0,118365.95249832346
199,1800,720,0,1.0,0.0,0.0,117981.6363498787
200,1800,720,0,1.0,0.0,0.8076923076923077,104074.88115688322
201,1800,720,0,1.0,0.0,0.0,129239.99447579455
202,1800,720,0,1.0,0.0,0.0,132771.69906373226
203,1800,720,0,1.0,0.0,0.8888888888888888,132216.69104144347
204,1800,720,0,1.0,0.0,0.9,113019.9210113321
205,1800,720,0,1.0,0.0,0.0,129305.64648088506
206,1800,720,1,1.0,0.0,0.8888888888888888,102427.02642702147
207,1800,720,1,1.0,0.0,0.0,128275.6719619156
208,1800,720,1,0.9545454545454546,0.0,0.8947368421052632,138084.34514830785
209,1800,720,1,0.6818181818181818,0.3181818181818182,0.0,124803.77196443232
210,1800,720,1,1.0,0.0,0.9090909090909091,128472.08750382984
211,1800,720,1,1.0,0.0,0.9523809523809523,121565.20815552816
212,1800,720,1,0.9545454545454546,0.045454545454545456,0.9047619047619048,97536.07182026008
213,1800,720,1,1.0,0.0,0.0,93075.6406161608
214,1800,720,2,1.0,0.0,0.0,99620.61451756382
215,1800,720,2,1.0,0.0,0.0,96053.25760203465
216,1800,720,2,0.9545454545454546,0.045454545454545456,0.9047619047619048,95616.30024241688
217,1800,720,2,1.0,0.0,0.0,115627.2498001967
218,1800,720,2,0.9545454545454546,0.0,0.0,115722.20997256288
219,1800,720,2,0.9545454545454546,0.0,0.0,115063.50012828116
220,1800,720,2,0.8636363636363636,0.045454545454545456,0.8,109237.91726011244
221,1800,720,2,1.0,0.0,0.0,120232.0179378425
222,1800,720,3,0.9090909090909091,0.045454545454545456,0.0,96924.22430917853
223,1800,720,3,0.8181818181818182,0.045454545454545456,0.0,99072.76991687299
224,1800,810,0,1.0,0.0,0.0,123782.27231598581
225,1800,810,0,1.0,0.0,0.0,124430.12541489015
226,1800,810,0,1.0,0.0,0.0,125922.72578753205
227,1800,810,0,1.0,0.0,0.8947368421052632,135567.84169637068
228,1800,810,0,1.0,0.0,0.0,132806.66277508304
229,1800,810,0,1.0,0.0,0.0,127417.92011277472
230,1800,810,0,1.0,0.0,0.0,117458.20836847353
231,1800,810,0,1.0,0.0,0.0,117222.56825932882
232,1800,810,0,1.0,0.0,0.95,102696.65142246676
233,1800,810,0,1.0,0.0,0.0,128978.08998881534
234,1800,810,0,1.0,0.0,0.6666666666666667,131326.12543856452
235,1800,810,0,0.9090909090909091,0.045454545454545456,0.9444444444444444,129666.20495399943
236,1800,810,0,1.0,0.0,0.9090909090909091,112750.95378877877
237,1800,810,0,1.0,0.0,0.0,128681.93724261587
238,1800,810,1,1.0,0.0,0.9444444444444444,102088.88595946797
239,1800,810,1,0.9090909090909091,0.09090909090909091,0.0,127883.16053498971
240,1800,810,1,1.0,0.0,0.8823529411764706,136586.05751338313
241,1800,810,1,0.9090909090909091,0.09090909090909091,0.0,126040.9633929047
242,1800,810,1,0.9090909090909091,0.0,0.0,129810.17242017118
243,1800,810,1,1.0,0.0,0.9411764705882353,121116.5219284763
244,1800,810,1,1.0,0.0,0.9047619047619048,99091.31162993869
245,1800,810,1,1.0,0.0,0.0,92699.69172154287
246,1800,810,2,1.0,0.0,0.9047619047619048,99068.17055940493
247,1800,810,2,1.0,0.0,0.0,96541.39890233515
248,1800,810,2,1.0,0.0,0.0,95722.63108072971
249,1800,810,2,1.0,0.0,0.0,116230.62203432451
250,1800,810,2,1.0,0.0,0.0,115883.8119515327
251,1800,810,2,0.9545454545454546,0.0,0.0,116771.79162297156
252,1800,810,2,0.9545454545454546,0.0,0.8695652173913043,109738.2370426492
253,1800,810,2,1.0,0.0,0.0,123077.26331720373
254,1800,810,3,0.9545454545454546,0.0,0.0,97173.21555183144
255,1800,810,3,1.0,0.0,0.0,101179.7611570819
256,1800,900,0,1.0,0.0,0.0,123024.52510277582
257,1800,900,0,1.0,0.0,0.0,123857.88227364968
258,1800,900,0,1.0,0.0,0.0,127072.0856867662
259,1800,900,0,1.0,0.0,0.9473684210526316,134911.43756478128
260,1800,900,0,1.0,0.0,0.0,132706.70090563886
261,1800,900,0,1.0,0.0,0.0,126211.01315296245
262,1800,900,0,1.0,0.0,0.0,117883.84898916994
263,1800,900,0,1.0,0.0,0.0,117208.31311415246
264,1800,900,0,1.0,0.0,0.9130434782608696,103546.5782625189
265,1800,900,0,1.0,0.0,0.0,129229.05299061102
266,1800,900,0,1.0,0.0,0.8636363636363636,132711.1349005736
267,1800,900,0,1.0,0.0,0.9375,131807.67226610452
268,1800,900,0,1.0,0.0,0.8947368421052632,113473.87158021866
269,1800,900,0,1.0,0.0,0.0,129882.94685222731
270,1800,900,1,1.0,0.0,0.9411764705882353,101960.19776298263
271,1800,900,1,1.0,0.0,0.0,129242.18077532813
272,1800,900,1,1.0,0.0,0.9,139395.53580508675
273,1800,900,1,1.0,0.0,0.0,126867.3067869141
274,1800,900,1,0.7727272727272727,0.09090909090909091,0.0,130204.75653594657
275,1800,900,1,1.0,0.0,0.0,123166.71987169384
276,1800,900,1,1.0,0.0,0.9090909090909091,99707.04608646785
277,1800,900,1,1.0,0.0,0.0,93805.5437380529
278,1800,900,2,1.0,0.0,0.0,99780.20715461069
279,1800,900,2,0.9545454545454546,0.045454545454545456,0.0,97071.60345513785
280,1800,900,2,1.0,0.0,0.9047619047619048,96889.24868424376
281,1800,900,2,0.9545454545454546,0.0,0.0,117032.96173182638
282,1800,900,2,1.0,0.0,0.0,117778.07837980657
283,1800,900,2,1.0,0.0,0.0,118023.40139185426
284,1800,900,2,0.9090909090909091,0.045454545454545456,0.8636363636363636,110936.35388830055
285,1800,900,2,1.0,0.0,0.0,123694.20939075203
286,1800,900,3,0.9545454545454546,0.045454545454545456,0.0,97837.61029496767
287,1800,900,3,0.8636363636363636,0.09090909090909091,0.0,101322.28326575016
288,1800,990,0,0.9545454545454546,0.0,0.0,125190.33330808784
289,1800,990,0,1.0,0.0,0.0,124598.22941807444
290,1800,990,0,1.0,0.0,0.0,129281.7245489847
291,1800,990,0,1.0,0.0,0.8695652173913043,136700.06648867318
292,1800,990,0,1.0,0.0,0.0,133655.59051271618
293,1800,990,0,1.0,0.0,0.0,127327.67668665895
294,1800,990,0,1.0,0.0,0.0,118238.15795459233
295,1800,990,0,1.0,0.0,0.0,118845.915550646
296,1800,990,0,1.0,0.0,0.9090909090909091,103775.48731675741
297,1800,990,0,1.0,0.0,0.0,130738.04594556206
298,1800,990,0,1.0,0.0,0.9047619047619048,133675.98633939502
299,1800,990,0,1.0,0.0,0.9411764705882353,132988.18241079303
300,1800,990,0,1.0,0.0,0.9473684210526316,113847.8934160641
301,1800,990,0,1.0,0.0,0.0,129636.4795336196
302,1800,990,1,1.0,0.0,0.8888888888888888,102850.4821741948
303,1800,990,1,1.0,0.0,0.0,130648.69957170966
304,1800,990,1,1.0,0.0,0.8947368421052632,140031.70807511624
305,1800,990,1,0.9545454545454546,0.0,0.0,127349.90394680346
306,1800,990,1,1.0,0.0,0.9375,129809.45377772997
307,1800,990,1,1.0,0.0,0.0,123460.9322478302
308,1800,990,1,1.0,0.0,0.0,100680.23534291948
309,1800,990,1,1.0,0.0,0.0,94397.76636300562
310,1800,990,2,1.0,0.0,0.9444444444444444,99279.82704236015
311,1800,990,2,1.0,0.0,0.0,97078.18280906015
312,1800,990,2,1.0,0.0,0.0,117169.9242810003
313,1800,990,2,1.0,0.0,0.0,117563.30794235514
314,1800,990,2,1.0,0.0,0.0,117740.98796170787
315,1800,990,2,0.9545454545454546,0.0,0.8636363636363636,111905.87621726544
316,1800,990,2,1.0,0.0,0.0,124082.51416644953
317,1800,990,3,0.9545454545454546,0.0,0.0,97669.19938074768
318,1800,990,3,1.0,0.0,0.0,97599.73476661473
319,1800,990,3,0.9545454545454546,0.0,0.0,102299.09992149443
320,1800,1080,0,1.0,0.0,0.0,122044.77935364707
321,1800,1080,0,1.0,0.0,0.0,123197.10736679651
322,1800,1080,0,1.0,0.0,0.0,126229.10059795582
323,1800,1080,0,1.0,0.0,0.9444444444444444,135604.37513916142
324,1800,1080,0,1.0,0.0,0.0,132312.04810948702
325,1800,1080,0,1.0,0.0,0.0,126420.99811612844
326,1800,1080,0,1.0,0.0,0.0,117132.82371173167
327,1800,1080,0,1.0,0.0,0.0,116587.29877970446
328,1800,1080,0,1.0,0.0,0.8333333333333334,106375.05482000738
329,1800,1080,0,1.0,0.0,0.0,129748.85991990037
330,1800,1080,0,1.0,0.0,0.6086956521739131,131738.08040007364
331,1800,1080,0,1.0,0.0,0.9411764705882353,131094.05732203368
332,1800,1080,0,1.0,0.0,0.9473684210526316,113310.9872544654
333,1800,1080,0,1.0,0.0,0.0,129807.69527930429
334,1800,1080,1,1.0,0.0,0.9,105115.81626842469
335,1800,1080,1,1.0,0.0,0.0,129751.09307417137
336,1800,1080,1,0.9545454545454546,0.045454545454545456,0.9090909090909091,139208.51997045768
337,1800,1080,1,1.0,0.0,0.0,128346.34697462723
338,1800,1080,1,1.0,0.0,0.0,131097.2070953426
339,1800,1080,1,1.0,0.0,0.9333333333333333,123178.12254669436
340,1800,1080,1,1.0,0.0,0.8421052631578947,100606.48551143361
341,1800,1080,1,1.0,0.0,0.0,95318.99570050731
342,1800,1080,2,1.0,0.0,0.8636363636363636,102160.83400210616
343,1800,1080,2,1.0,0.0,0.0,99144.25184973505
344,1800,1080,2,1.0,0.0,0.0,98655.01013434368
345,1800,1080,2,1.0,0.0,0.0,118146.29423701002
346,1800,1080,2,1.0,0.0,0.0,118966.82392294897
347,1800,1080,2,1.0,0.0,0.0,119226.99196272837
348,1800,1080,2,0.9545454545454546,0.045454545454545456,0.9090909090909091,111236.43346370384
349,1800,1080,2,0.9545454545454546,0.045454545454545456,0.0,125245.79769484338
350,1800,1080,3,0.9090909090909091,0.0,0.0,99592.13474546578
351,1800,1080,3,0.9545454545454546,0.045454545454545456,0.0,102554.9405185874
352,1800,1170,0,1.0,0.0,0.0,124274.4389056292
353,1800,1170,0,1.0,0.0,0.0,125660.34249645776
354,1800,1170,0,1.0,0.0,0.0,129141.54396614924
355,1800,1170,0,1.0,0.0,0.9047619047619048,137894.56959205834
356,1800,1170,0,1.0,0.0,0.0,135678.0338987326
357,1800,1170,0,1.0,0.0,0.0,128880.40747103792
358,1800,1170,0,1.0,0.0,0.0,118404.79055285701
359,1800,1170,0,0.9545454545454546,0.045454545454545456,0.0,118575.64176636963
360,1800,1170,0,0.9090909090909091,0.045454545454545456,0.9047619047619048,105333.30741791186
361,1800,1170,0,1.0,0.0,0.0,131322.96067919282
362,1800,1170,0,1.0,0.0,0.0,135264.92375954264
363,1800,1170,0,1.0,0.0,0.9411764705882353,133488.83845431177
364,1800,1170,0,1.0,0.0,0.9473684210526316,115549.28265111907
365,1800,1170,0,1.0,0.0,0.0,131302.1065831838
366,1800,1170,1,0.9545454545454546,0.0,0.8571428571428572,106030.99476392887
367,1800,1170,1,1.0,0.0,0.0,131400.6108197595
368,1800,1170,1,1.0,0.0,0.8947368421052632,140497.004834583
369,1800,1170,1,0.9545454545454546,0.045454545454545456,0.0,128004.833940702
370,1800,1170,1,0.9090909090909091,0.045454545454545456,0.8823529411764706,129485.90019769425
371,1800,1170,1,1.0,0.0,0.0,124207.90890572316
372,1800,1170,1,0.9545454545454546,0.045454545454545456,0.8695652173913043,102515.8404076752
373,1800,1170,1,0.9090909090909091,0.045454545454545456,0.0,96045.13076359844
374,1800,1170,2,0.9545454545454546,0.0,0.0,103354.18530157208
375,1800,1170,2,0.9545454545454546,0.0,0.8695652173913043,99776.19081832106
376,1800,1170,2,0.9090909090909091,0.09090909090909091,0.0,117566.94661212513
377,1800,1170,2,0.9090909090909091,0.045454545454545456,0.0,118698.93243269232
378,1800,1170,2,0.9090909090909091,0.09090909090909091,0.0,118639.34244571964
379,1800,1170,2,0.9545454545454546,0.0,0.9090909090909091,112557.94069086881
380,1800,1170,2,1.0,0.0,0.0,125329.37595605564
381,1800,1170,3,0.9545454545454546,0.0,0.0,100252.79717971523
382,1800,1170,3,0.9545454545454546,0.045454545454545456,0.0,99942.03570772108
383,1800,1170,3,1.0,0.0,0.0,103046.78393726225
384,1800,1260,0,1.0,0.0,0.0,127235.87596453632
385,1800,1260,0,1.0,0.0,0.0,127730.94486268902
386,1800,1260,0,1.0,0.0,0.0,132273.7838729183
387,1800,1260,0,1.0,0.0,0.8260869565217391,140580.06066949735
388,1800,1260,0,1.0,0.0,0.0,136618.3499749378
389,1800,1260,0,1.0,0.0,0.0,131278.79477622532
390,1800,1260,0,1.0,0.0,0.0,121154.87595053355
391,1800,1260,0,1.0,0.0,0.0,120927.65296753254
392,1800,1260,0,1.0,0.0,0.9047619047619048,106018.2633766528
393,1800,1260,0,1.0,0.0,0.0,133140.9236770454
394,1800,1260,0,1.0,0.0,0.8695652173913043,137562.47914497898
395,1800,1260,0,1.0,0.0,0.8421052631578947,137590.8476125519
396,1800,1260,0,1.0,0.0,0.9090909090909091,116630.23933172357
397,1800,1260,0,1.0,0.0,0.0,133123.59589832558
398,1800,1260,1,0.9545454545454546,0.0,0.85,106860.78358707998
399,1800,1260,1,1.0,0.0,0.0,133722.38282425678
400,1800,1260,1,1.0,0.0,0.8947368421052632,142037.25853630112
401,1800,1260,1,0.9545454545454546,0.0,0.0,129966.84105339705
402,1800,1260,1,0.9545454545454546,0.0,0.8947368421052632,132594.13319251398
403,1800,1260,1,1.0,0.0,0.0,126505.36476701956
404,1800,1260,1,0.9545454545454546,0.045454545454545456,0.9090909090909091,102762.7816428504
405,1800,1260,1,0.9545454545454546,0.0,0.0,96357.85502171502
406,1800,1260,2,0.9545454545454546,0.0,0.0,103176.08121848456
407,1800,1260,2,0.9545454545454546,0.0,0.9047619047619048,99742.67346055467
408,1800,1260,2,1.0,0.0,0.0,119580.13404983876
409,1800,1260,2,1.0,0.0,0.0,120727.59370474216
410,1800,1260,2,0.9545454545454546,0.045454545454545456,0.0,120269.72038920244
411,1800,1260,2,0.9545454545454546,0.0,0.8636363636363636,113477.60022527003
412,1800,1260,2,1.0,0.0,0.0,126129.20157550341
413,1800,1260,3,0.9545454545454546,0.0,0.0,100605.47130336748
414,1800,1260,3,0.9545454545454546,0.045454545454545456,0.0,100294.75723931596
415,1800,1260,3,1.0,0.0,0.0,103822.65451132148
416,1800,1350,0,1.0,0.0,0.0,127151.65695937436
417,1800,1350,0,1.0,0.0,0.0,127493.85418742202
418,1800,1350,0,1.0,0.0,0.0,130056.39244889053
419,1800,1350,0,1.0,0.0,0.9545454545454546,138362.3901029731
