,TX_AGGREGATION_TIMER_NOMINAL,MEASURE_INTERVAL_S,children,pdr,plr,aggregation_efficiency,energy,energy_per_byte,energy_tx_per_byte,latency
2697,1548,1800,0,0.9130434782608695,0.0,0.0,49296.25188039018,357.2192165245665,70.346327346147,1600.48235622243
2698,1548,1800,0,0.9130434782608695,0.0,0.0,75604.21595449583,547.8566373514191,70.346327346147,1601.1311775300128
2699,1548,1800,0,0.9545454545454546,0.0,0.0,73927.19595623326,560.054514819949,70.47922356007449,1600.7818052748917
2700,1548,1800,0,0.9545454545454546,0.0,0.0,73357.90718672962,555.741721111588,70.47922356007449,1600.710299562772
2701,1548,1800,0,0.9545454545454546,0.0,0.0,70916.20020312528,537.2439409327673,70.47922356007449,1600.6263170203056
2702,1548,1800,0,0.9090909090909091,0.0,0.0,71097.6524916021,538.6185794818341,70.47922356006305,1600.5898591421028
2703,1548,1800,0,0.9545454545454546,0.0,0.0,58904.06784407265,446.24293821267156,70.47922356007449,1601.010148150377
2704,1548,1800,0,0.9545454545454546,0.0,0.0,52226.535969032106,395.6555755229705,70.47922356007449,1600.9981903667285
2705,1548,1800,0,0.9545454545454546,0.0,0.0,48350.5207821436,366.29182410714844,70.47922356007449,1600.7569022316893
2706,1548,1800,0,0.9545454545454546,0.0,0.0,88213.07921123138,668.2809031153893,70.47922356007449,1600.3789039382973
2707,1548,1800,1,1.0,0.0,0.9130434782608696,58834.4647138711,228.04056090647714,36.23214481675526,1501.2911631088373
2708,1548,1800,1,1.0,0.0,0.9545454545454546,51152.36684922894,202.98558273503548,35.48951467810371,1550.0482924288472
2709,1548,1800,1,0.9545454545454546,0.0,0.875,89404.62160158069,346.529541091398,37.79599328745148,1549.9872414743131
2710,1548,1800,1,1.0,0.0,0.875,85747.99974416765,332.3565881556886,37.795993287454415,1550.5725026449727
2711,1548,1800,1,0.9545454545454546,0.0,0.9130434782608696,92923.19539598445,360.1674240154436,36.23214481675526,1550.1345305832965
2712,1548,1800,1,0.9545454545454546,0.0,0.9130434782608696,88940.85527873276,344.73199720439055,36.23214481675526,1550.5037198415212
2713,1548,1800,1,0.9130434782608695,0.0,0.84,54020.64590560903,138.5144766810488,26.209725520009567,1550.5320840404402
2714,1548,1800,2,1.0,0.0,0.92,93643.70566579241,92.90050165257183,10.424280716667498,1560.621431159483
2715,1548,1800,2,0.9545454545454546,0.0,0.9130434782608696,59315.2231107744,154.466726850975,24.51783109875772,1561.1197317837878
2716,1548,1800,2,0.9545454545454546,0.0,0.88,89214.511987344,141.6103364878476,16.397133824770304,1550.4169098964394
2717,1548,1800,2,0.9545454545454546,0.0,0.9166666666666666,77973.23017475024,203.05528691341206,25.565774190007843,1550.2927968979784
2718,1548,1800,2,1.0,0.0,0.9166666666666666,68224.55116116077,76.82944950581167,11.30679792000238,1550.6122916334953
2719,1548,1800,3,0.9545454545454546,0.045454545454545456,0.92,90019.6543245636,118.13602929732755,13.645945993711539,1550.5435584396655
2720,1566,1800,0,1.0,0.0,0.0,80391.96408940575,609.0300309803466,70.47922356007449,1644.5153683993785
2721,1566,1800,0,1.0,0.0,0.0,79917.15166643789,634.2631084637927,70.62477655625679,1644.59053587375
2722,1566,1800,0,1.0,0.0,0.0,84075.05720756209,636.93225157244,70.47922356007449,1644.299222677335
2723,1566,1800,0,1.0,0.0,0.0,88524.735463687,670.6419353309622,70.47922356006305,1644.603887264473
2724,1566,1800,0,1.0,0.0,0.0,84157.32535204953,667.9152805718217,70.62477655625679,1644.763071442152
2725,1566,1800,0,1.0,0.0,0.0,66343.35227138213,502.60115357107674,70.47922356006305,1644.6095062761415
2726,1566,1800,0,1.0,0.0,0.0,72972.05736287007,552.8186163853793,70.47922356007449,1644.2956191358826
2727,1566,1800,0,1.0,0.0,0.0,49035.408679134154,371.4803687813193,70.47922356007449,1644.3507854782474
2728,1566,1800,0,1.0,0.0,0.0,48750.2006862482,369.319702168547,70.47922356007449,1644.528824031975
2729,1566,1800,0,0.9545454545454546,0.0,0.0,52543.2841004155,398.05518257890526,70.47922356006305,1644.2889671491757
2730,1566,1800,0,0.9545454545454546,0.0,0.0,89213.55264095077,675.8602472799301,70.47922356007449,1644.674522952675
2731,1566,1800,0,0.9565217391304348,0.0,0.0,92199.19893881185,668.110137237767,70.34632734615795,1644.8614526802485
2732,1566,1800,0,1.0,0.0,0.0,73663.63541703571,558.0578440684524,70.47922356007449,1644.3347624634844
2733,1566,1800,0,1.0,0.0,0.0,72462.5298192669,575.0994430100548,70.62477655625679,1644.330589850244
2734,1566,1800,0,0.9545454545454546,0.0,0.0,73358.39342174133,555.7454047101617,70.47922356007449,1644.3314561286788
2735,1566,1800,0,1.0,0.0,0.0,69342.89192375955,525.3249388163603,70.47922356007449,1644.130601675497
2736,1566,1800,0,1.0,0.0,0.0,69664.30613365603,527.7598949519397,70.47922356007449,1644.5235869862954
2737,1566,1800,0,1.0,0.0,0.0,57793.42432992422,437.8289721963956,70.47922356007449,1644.1835901205923
2738,1566,1800,0,1.0,0.0,0.0,51244.620020608425,406.70333349689224,70.62477655626877,1644.6571283040248
2739,1566,1800,0,1.0,0.0,0.0,51362.547682371915,407.63926732041205,70.62477655625679,1644.2710138169787
2740,1566,1800,0,0.9545454545454546,0.0,0.0,49071.454195632454,371.7534408760034,70.47922356007449,1644.3987116444769
