,MEASURE_INTERVAL_S,TX_AGGREGATION_TIMER_NOMINAL,hops,pdr,plr,aggregation_efficiency,energy,latency
287,1800,900,3,1.0,0.0,0.0,96258.99361147918,96258.99361147918
288,1800,990,0,0.9130434782608695,0.043478260869565216,0.0,120411.24912739459,120411.24912739459
289,1800,990,0,1.0,0.0,0.0,121753.09291358304,121753.09291358304
290,1800,990,0,1.0,0.0,0.0,124951.03856291408,124951.03856291408
291,1800,990,0,1.0,0.0,0.75,133698.92036993586,133698.92036993586
292,1800,990,0,1.0,0.0,0.0,130300.8913099243,130300.8913099243
293,1800,990,0,1.0,0.0,0.0,125069.60786480016,125069.60786480016
294,1800,990,0,1.0,0.0,0.0,114247.70026748578,114247.70026748578
295,1800,990,0,1.0,0.0,0.0,113754.58287930897,113754.58287930897
296,1800,990,0,1.0,0.0,0.9,97460.18587307972,97460.18587307972
297,1800,990,0,1.0,0.0,0.0,128017.87249410214,128017.87249410214
298,1800,990,0,1.0,0.0,0.64,130209.02276515245,130209.02276515245
299,1800,990,0,1.0,0.0,0.9444444444444444,128742.79685498354,128742.79685498354
300,1800,990,0,1.0,0.0,0.9473684210526316,108110.27779089898,108110.27779089898
301,1800,990,0,1.0,0.0,0.0,127123.86065020465,127123.86065020465
302,1800,990,1,1.0,0.0,0.8888888888888888,97015.60536874828,97015.60536874828
303,1800,990,1,1.0,0.0,0.0,125304.83382535934,125304.83382535934
304,1800,990,1,1.0,0.0,0.9411764705882353,135174.94926392817,135174.94926392817
305,1800,990,1,1.0,0.0,0.0,122804.1447649953,122804.1447649953
306,1800,990,1,0.30434782608695654,0.5652173913043478,0.0,126802.43438785916,126802.43438785916
307,1800,990,1,1.0,0.0,0.9411764705882353,117818.58500828799,117818.58500828799
308,1800,990,1,0.9565217391304348,0.043478260869565216,0.9047619047619048,93545.04980887988,93545.04980887988
309,1800,990,1,0.9565217391304348,0.0,0.0,88397.0220836442,88397.0220836442
310,1800,990,2,1.0,0.0,0.0,95119.46232944774,95119.46232944774
311,1800,990,2,1.0,0.0,0.0,92585.75284291092,92585.75284291092
