,LORA_SF,LORA_TRANSMIT_POWER,hops,pdr,plr,aggregation_efficiency,energy,energy_per_byte,energy_tx_per_byte
0,7,2,0,1.0,0.0,0.0,45561.369787241274,690.3237846551708,73.53583647999444
1,7,2,0,1.0,0.0,0.0,45134.34086562892,683.8536494792261,73.53583647999444
2,7,2,0,1.0,0.0,0.0,49984.1425620286,925.6322696671964,74.89433111110557
3,7,2,0,1.0,0.0,0.6923076923076923,52000.78412470732,228.07361458204966,23.38259298736194
4,7,2,0,1.0,0.0,0.0,48610.454688213584,810.1742448035598,74.14715906399445
5,7,2,0,1.0,0.0,0.0,48145.905049752255,729.4834098447311,73.53583647999444
6,7,2,0,1.0,0.0,0.0,41609.19210098233,693.4865350163722,74.14715906399445
7,7,2,0,1.0,0.0,0.0,45293.680788154095,686.2678907296075,73.53583647999444
8,7,2,0,1.0,0.0,0.75,37756.31691592743,331.1957624204161,42.731860530520414
9,7,2,0,0.9090909090909091,0.09090909090909091,0.75,35436.71690898838,131.24709966291994,18.309998784003458
10,7,2,0,1.0,0.0,0.0,50849.693448442675,847.4948908073779,74.14715906399445
11,7,2,0,1.0,0.0,0.8333333333333334,52842.15220492615,133.43977829526804,12.639746613331226
12,7,2,0,1.0,0.0,0.75,52117.32829216924,321.7119030380817,30.228014210378902
13,7,2,0,1.0,0.0,0.0,47867.7064673553,886.4390086547278,74.89433111110557
14,7,2,0,1.0,0.0,0.0,48937.12381948525,815.6187303247541,74.14715906399445
15,7,2,0,1.0,0.0,0.0,45140.61368243757,683.948692158145,73.53583647999444
16,7,2,0,1.0,0.0,0.0,43454.618067826574,804.7151494041958,74.89433111110557
17,7,2,0,0.9090909090909091,0.09090909090909091,0.0,50600.36308941971,766.6721680215107,73.53583647999444
18,7,2,0,1.0,0.0,0.8888888888888888,49739.130511047435,212.560386799348,15.90877509128122
19,7,2,0,1.0,0.0,0.0,48574.89303887529,809.5815506479215,74.14715906399445
20,7,2,0,1.0,0.0,0.0,47012.29053692859,783.5381756154765,74.14715906399445
21,7,2,0,1.0,0.0,0.0,42491.97109508937,643.8177438649905,73.53583647999444
22,7,2,0,1.0,0.0,0.0,45196.287609690466,753.2714601615078,74.14715906399445
23,7,2,0,1.0,0.0,0.75,37202.42361466359,310.02019678886325,40.60412382399091
24,7,2,0,1.0,0.0,0.75,36151.12669708432,150.62969457118467,20.55889519200146
25,7,2,0,1.0,0.0,0.0,50697.51701852556,844.958616975426,74.14715906399445
26,7,2,0,1.0,0.0,0.9090909090909091,51471.77528571695,129.97923051948723,11.61282444000009
27,7,2,0,1.0,0.0,0.8333333333333334,51406.271129300905,428.38559274417423,40.61298014399372
28,7,2,0,1.0,0.0,0.7692307692307692,49142.171552316024,215.53584014173694,23.38259298736856
29,7,2,0,1.0,0.0,0.0,49118.822974699986,744.2245905257573,73.53583647999444
30,7,2,1,0.8,0.1,0.7272727272727273,32397.76523689316,207.67798228777667,28.790640255391526
31,7,2,1,0.8,0.1,0.0,30934.37826437066,515.5729710728443,74.14715906399445
32,7,2,1,0.8888888888888888,0.0,0.0,51609.05604538611,955.7232600997428,74.89433111110557
33,7,2,1,0.8181818181818182,0.0,0.6923076923076923,52777.0189304418,439.808491087015,43.966398035994104
34,7,2,1,0.9,0.0,0.0,47431.5158938535,790.5252648975584,74.14715906399445
35,7,2,1,0.8181818181818182,0.0,0.0,50354.428468107006,762.9458858804092,73.53583647999444
36,7,2,1,0.9,0.0,0.8181818181818181,46213.68834898982,275.0814782677965,26.765795665716134
37,7,2,1,0.6363636363636364,0.09090909090909091,0.6666666666666667,47559.04843845421,208.59231771251845,21.61763620210272
38,7,2,1,0.8181818181818182,0.0,0.0,30919.001021944812,468.4697124537093,73.53583647999444
39,7,2,1,0.9,0.0,0.8333333333333334,34449.69996729935,287.0808330608279,40.61298014399372
40,7,2,1,0.9090909090909091,0.0,0.0,32368.78488646763,490.43613464344895,73.53583647999444
41,7,2,1,1.0,0.0,0.0,52509.110483933044,875.151841398884,74.14715906399445
42,7,2,1,1.0,0.0,0.0,51792.816845330526,959.1262378764912,74.89433111110557
43,7,2,1,0.9090909090909091,0.0,0.0,48234.45545737734,730.8250826875355,73.53583647999444
44,7,2,1,0.9090909090909091,0.0,0.0,50912.39044131224,771.3998551713976,73.53583647999444
45,7,2,1,1.0,0.0,0.9,46243.238838233694,265.76574044961893,23.542350813794158
46,7,2,1,0.9090909090909091,0.0,0.8333333333333334,46928.83269116446,269.7059350066923,28.161646995861723
47,7,2,1,0.9,0.0,0.8333333333333334,37738.03844515868,224.63118122118263,29.161094160003252
48,7,2,1,0.9,0.0,0.0,30586.424185576758,509.7737364262793,74.14715906399445
49,7,2,2,0.7,0.1,0.0,31783.397808671947,529.7232968111991,74.14715906399445
50,7,2,2,0.7777777777777778,0.1111111111111111,0.0,31097.362458394844,575.8770825628675,74.89433111110557
51,7,2,2,0.8181818181818182,0.0,0.0,40908.74956930467,619.8295389288587,73.53583647999444
52,7,2,2,0.9,0.0,0.0,40769.698921731244,679.4949820288541,74.14715906399445
53,7,2,2,0.8,0.1,0.0,41776.769476454254,696.2794912742376,74.14715906399445
54,7,2,2,0.8,0.1,0.0,40948.56218143864,682.4760363573107,74.14715906399445
