,TX_AGGREGATION_TIMER_RANDOM,MEASURE_INTERVAL_S,children,pdr,plr,aggregation_efficiency,energy,energy_per_byte,energy_tx_per_byte,latency
164,16,1800,0,1.0,0.0,0.0,90548.5648397753,685.9739760589038,70.47922356006305,902.0472156514788
165,16,1800,0,1.0,0.0,0.0,86574.78664843063,627.3535264379032,70.34632734615795,902.0933174772817
166,16,1800,0,1.0,0.0,0.0,63310.02646118971,502.4605274697596,70.62477655625679,902.808579698627
167,16,1800,0,1.0,0.0,0.0,73352.47376590107,531.5396649702976,70.34632734615795,902.1095484420475
168,16,1800,0,0.9545454545454546,0.0,0.0,54774.08240237438,414.9551697149574,70.47922356006305,902.4602803402267
169,16,1800,0,0.9130434782608695,0.0,0.0,48813.316299420294,353.7196833291326,70.346327346147,902.4711620578673
170,16,1800,0,1.0,0.0,0.0,44876.47104203821,356.16246858760485,70.62477655625679,902.2966304576294
171,16,1800,0,1.0,0.0,0.0,90860.05015673359,721.1115091804253,70.62477655625679,902.3850832243807
172,16,1800,0,0.9545454545454546,0.0,0.0,88288.92221883482,668.8554713548092,70.47922356006305,902.2919273991065
173,16,1800,0,0.9545454545454546,0.0,0.0,73434.27942629365,556.3202986840428,70.47922356006305,901.9854721925694
174,16,1800,0,0.9565217391304348,0.0,0.0,88102.68948242845,638.4252861045541,70.34632734615795,901.9697073887
175,16,1800,0,1.0,0.0,0.0,69754.05645917972,553.6036226919025,70.62477655625679,902.1414456538041
176,16,1800,0,0.9545454545454546,0.0,0.0,67050.30651402353,507.95686753048125,70.47922356006305,902.3295192632759
177,16,1800,0,0.9545454545454546,0.0,0.0,67325.41676641091,510.04103610917355,70.47922356006305,902.7065898563305
178,16,1800,0,0.9565217391304348,0.0,0.0,56809.61864538058,411.6639032273955,70.34632734615795,902.1503157017796
179,16,1800,0,0.9545454545454546,0.0,0.0,50339.963837930714,381.363362408566,70.47922356006305,902.1642607606191
180,16,1800,0,0.9545454545454546,0.0,0.0,48493.20291202366,367.3727493335126,70.47922356006305,902.0053349305235
181,16,1800,0,0.9545454545454546,0.0,0.0,88451.51489283104,670.0872340365987,70.47922356006305,902.4126597254726
182,16,1800,1,1.0,0.0,0.84,62510.63453895744,236.78270658696002,38.46932550000928,897.5472342333862
183,16,1800,1,0.9565217391304348,0.0,0.875,51098.556604487516,193.5551386533618,36.94101904001069,902.5039376952791
184,16,1800,1,1.0,0.0,0.9130434782608696,85146.54520010248,330.02536899264527,36.23214481675233,902.5658818849961
185,16,1800,1,0.9565217391304348,0.0,0.875,70522.66441824727,267.13130461457297,36.94101904001069,562.1283944858424
186,16,1800,2,0.9130434782608695,0.0,0.8888888888888888,65049.2252654013,166.79288529590076,37.53523011447528,976.0156033275398
187,16,1800,2,1.0,0.0,0.9565217391304348,86577.58246451138,169.75996561668896,18.591766512009357,188.6997008161361
188,16,1800,2,1.0,0.0,0.9705882352941176,56223.9694346123,62.890346123727404,15.747599421215421,1804.7387544324283
189,16,1800,2,1.0,0.0,0.9444444444444444,74916.74407402116,53.359504326225895,10.76102489846748,1005.0490401084608
190,16,1800,3,1.0,0.0,0.9565217391304348,74022.86387248065,145.14287033819735,18.593850352008168,2531.725929351601
191,16,1800,5,1.0,0.0,0.9767441860465116,92079.88266055819,80.34893774917818,15.551712410056242,887.9313008487234
192,19,1800,0,1.0,0.0,0.0,78738.71162751813,624.9104097422074,70.62477655625679,903.4070008015378
193,19,1800,0,1.0,0.0,0.0,78661.55782943744,624.2980780114083,70.62477655625679,903.5883834969818
194,19,1800,0,1.0,0.0,0.0,82855.33294044496,627.6919162154921,70.47922356006305,903.7433173246809
195,19,1800,0,1.0,0.0,0.0,88085.31617429829,638.299392567379,70.346327346147,903.9657673797337
196,19,1800,0,1.0,0.0,0.0,84821.03964685184,642.5836336882716,70.47922356006305,903.7826275683274
197,19,1800,0,1.0,0.0,0.0,63733.90338673098,461.8398796139926,70.346327346147,903.8402212280434
198,19,1800,0,1.0,0.0,0.0,74344.19232232233,538.7260313211763,70.346327346147,903.5304836043397
199,19,1800,0,0.9565217391304348,0.0,0.0,53648.07453780517,388.7541633174288,70.34632734615795,903.6543083717443
200,19,1800,0,0.9565217391304348,0.0,0.0,46251.71216687041,335.1573345425392,70.34632734615795,903.5271685991029
201,19,1800,0,0.9545454545454546,0.0,0.0,46271.45973090511,350.54136159776596,70.47922356006305,903.332857182977
202,19,1800,0,1.0,0.0,0.0,88546.51993142885,702.7501581859432,70.62477655625679,903.4483663568135
203,19,1800,0,0.9545454545454546,0.0,0.0,92317.22076283688,699.372884566946,70.47922356006305,903.5163990695874
204,19,1800,0,0.9545454545454546,0.0,0.0,73047.18456903884,553.3877618866579,70.47922356006305,903.4823502527797
205,19,1800,0,0.9130434782608695,0.043478260869565216,0.0,72430.73309203381,524.8603847248827,70.34632734615795,903.4367192290447
206,19,1800,0,0.8636363636363636,0.045454545454545456,0.0,71813.51843182539,544.0418063017075,70.47922356006305,903.3731296143669
207,19,1800,0,0.9545454545454546,0.0,0.0,69215.97027986852,524.3634112111251,70.47922356006305,904.0148964319087
208,19,1800,0,0.9545454545454546,0.045454545454545456,0.0,69622.14582719855,527.440498690898,70.47922356006305,903.6070720582793
209,19,1800,0,0.9130434782608695,0.043478260869565216,0.0,57541.743448584726,416.969155424527,70.346327346147,903.9277470649031
210,19,1800,0,0.9545454545454546,0.0,0.0,49920.32238499909,378.18426049241737,70.47922356006305,903.3617765851886
211,19,1800,0,1.0,0.0,0.0,45315.32194199337,359.6454122380426,70.62477655625679,903.4136951772161
212,19,1800,0,1.0,0.0,0.0,87115.15177999422,691.3900934920176,70.62477655625679,903.7224190081834
213,19,1800,1,1.0,0.0,0.9545454545454546,57474.2889947214,228.07257537587856,35.48951467810371,912.5681209291233
214,19,1800,1,1.0,0.0,0.9130434782608696,49180.01697204659,195.1587975081214,37.09059763620047,902.400330832128
215,19,1800,1,1.0,0.0,0.9130434782608696,85584.0246974918,331.72102595927055,36.23214481675233,902.60095969553
216,19,1800,1,0.9545454545454546,0.0,0.9166666666666666,89883.22813734764,174.192302591759,19.15956702512436,902.4240292388677
217,19,1800,1,0.9565217391304348,0.0,0.88,52055.126297398994,133.47468281384357,26.20972552000763,902.8075392983737
218,19,1800,2,1.0,0.0,0.9428571428571428,97539.3641896237,77.78258707306514,11.683257873688431,910.5112770405249
219,19,1800,2,0.9130434782608695,0.0,0.88,59948.259951931315,149.12502475604805,25.440564041799828,910.3225857123698
220,19,1800,2,0.9565217391304348,0.0,0.875,76777.42917421742,196.8652030108139,25.17790463016087,902.6585852778389
221,19,1800,2,1.0,0.0,0.9696969696969697,69902.65260998903,77.66961401109893,15.210843994139598,228.19588650139121
222,19,1800,3,1.0,0.0,0.9130434782608696,88870.89635437421,174.25665951838081,18.591766512007506,903.2282081071062
223,19,1800,4,0.9090909090909091,0.045454545454545456,0.9428571428571428,92545.60028434961,145.51195013262517,22.58802849434679,1170.7977969025196
224,22,1800,0,1.0,0.0,0.0,81584.42550020212,618.0638295469857,70.47922356006305,901.6421968509205
225,22,1800,0,1.0,0.0,0.0,81055.1955118756,614.054511453603,70.47922356006305,902.3558528974963
226,22,1800,0,1.0,0.0,0.0,85302.25109072629,618.1322542806253,70.346327346147,902.7248423724614
227,22,1800,0,1.0,0.0,0.0,88247.49283961351,668.5416124213144,70.47922356006305,902.2631000742858
228,22,1800,0,1.0,0.0,0.0,84431.44742797778,670.0908526029982,70.62477655625679,902.0243153036954
229,22,1800,0,1.0,0.0,0.0,62949.87927218686,499.60221644592747,70.62477655625679,902.2136773958791
230,22,1800,0,1.0,0.0,0.0,72946.86218276843,552.6277438088517,70.47922356006305,902.2108969003057
231,22,1800,0,0.9545454545454546,0.045454545454545456,0.0,52661.55603521443,398.9511820849578,70.47922356006305,902.4012914492087
232,22,1800,0,0.9565217391304348,0.0,0.0,46374.0163869643,336.0435970069877,70.34632734615795,902.3579456728257
233,22,1800,0,1.0,0.0,0.0,44222.03168089826,350.96850540395445,70.62477655625679,902.2519636446232
234,22,1800,0,0.9545454545454546,0.0,0.0,90724.00768339312,687.303088510554,70.47922356006305,902.4496691070126
235,22,1800,0,0.9565217391304348,0.0,0.0,93046.31765082244,674.2486786291481,70.34632734615795,902.270565942883
236,22,1800,0,0.9545454545454546,0.0,0.0,74536.88467162108,564.6733687244022,70.47922356006305,902.2886807534815
237,22,1800,0,1.0,0.0,0.0,72200.35584402025,573.0186971747638,70.62477655625679,902.4456912858805
238,22,1800,0,0.9565217391304348,0.0,0.0,71970.8033200661,521.5275602903341,70.34632734615795,902.4340167665214
