,MEASURE_INTERVAL_S,TX_AGGREGATION_TIMER_NOMINAL,children,pdr,plr,aggregation_efficiency,energy,energy_per_byte,energy_tx_per_byte,latency
907,1800,1188,0,1.0,0.0,0.0,114507.51554843957,867.4811783972694,70.47922356007449,1190.3259492717953
908,1800,1188,0,1.0,0.0,0.0,113942.45438669254,904.3051935451789,70.62477655625679,1190.3641801618069
909,1800,1188,0,0.9565217391304348,0.0,0.0,112200.87470910806,813.0498167326671,70.346327346147,1189.9481801015063
910,1800,1188,0,0.9545454545454546,0.0,0.0,115442.21975561787,874.562270875893,70.47922356007449,1190.6720458892996
911,1800,1188,0,1.0,0.0,0.0,99941.60748810579,757.1333900614075,70.47922356006305,1190.1415859114677
912,1800,1188,0,0.9565217391304348,0.043478260869565216,0.0,103173.27400356326,747.6324203156757,70.34632734615795,1190.3754365640598
913,1800,1188,0,0.9545454545454546,0.0,0.0,102528.22028638226,776.728941563502,70.47922356006305,1190.3963178073027
914,1800,1188,0,0.9545454545454546,0.0,0.0,111410.11806942677,844.0160459805059,70.47922356006305,1190.5161480208844
915,1800,1188,0,0.9545454545454546,0.0,0.0,84786.72350707243,642.3236629323669,70.47922356006305,1190.6356637337958
916,1800,1188,0,1.0,0.0,0.0,75361.22226604246,598.1049386193846,70.62477655625679,1190.2636323461702
917,1800,1188,0,1.0,0.0,0.0,116114.24341466613,879.6533592020161,70.47922356006305,1190.0739255137232
918,1800,1188,1,1.0,0.0,0.9130434782608696,87208.77143943733,338.0184939513075,36.23214481675526,1128.0793315494448
919,1800,1188,1,1.0,0.0,0.9565217391304348,79660.11927573306,301.7428760444434,35.41673818001051,1190.1877200556628
920,1800,1188,1,0.9565217391304348,0.0,0.875,94524.98414571388,358.04918237012834,36.94101904000782,1190.490501931734
921,1800,1188,1,1.0,0.0,0.9166666666666666,83895.03473640952,211.85614832426646,24.804472426676146,1189.964498309353
922,1800,1188,2,0.9565217391304348,0.0,0.88,88069.20127325715,219.07761510760483,25.440564041800297,2452.537917506652
923,1800,1188,2,1.0,0.0,0.9166666666666666,119906.634184044,302.7945307677879,24.804472426676146,2380.821689126564
924,1800,1188,2,0.9545454545454546,0.0,0.9166666666666666,110147.54598356642,278.1503686453698,24.804472426676146,2380.9671972760034
925,1800,1188,2,1.0,0.0,0.9583333333333334,97283.271600851,105.97306274602506,10.953502364447163,2380.606518998271
926,1800,1188,3,1.0,0.0,0.9166666666666666,117793.85428098921,91.73976190108193,7.9636732979462925,1173.719394715019
927,1800,1188,3,0.9545454545454546,0.0,0.9166666666666666,126458.78693310001,196.97630363411216,15.472115194027722,1018.720498323316
928,1800,1224,0,1.0,0.0,0.0,109266.66034055155,827.7777298526632,70.47922356006305,1314.673627378254
929,1800,1224,0,1.0,0.0,0.0,108737.25177521442,823.7670589031395,70.47922356007449,1314.4584540383803
930,1800,1224,0,1.0,0.0,0.0,110616.76340015058,838.0057833344741,70.47922356006305,1315.2954764065862
931,1800,1224,0,1.0,0.0,0.0,118801.56453118483,900.0118525089761,70.47922356007449,1315.043589453262
932,1800,1224,0,1.0,0.0,0.0,114066.20745469272,864.1379352628236,70.47922356006305,1314.7153510654898
933,1800,1224,0,1.0,0.0,0.0,102274.34608948884,741.1184499238321,70.346327346147,1315.187631601828
934,1800,1224,0,1.0,0.0,0.0,102232.44335639944,774.4882072454503,70.47922356006305,1314.7458837449667
935,1800,1224,0,1.0,0.0,0.0,84030.60786550792,636.5955141326358,70.47922356007449,1314.545884346364
936,1800,1224,0,1.0,0.0,0.0,80285.00878549225,608.2197635264564,70.47922356007449,1314.7263407574683
937,1800,1224,0,0.9565217391304348,0.0,0.0,81229.55643928691,588.6199741977313,70.346327346147,1314.8880767962983
938,1800,1224,0,1.0,0.0,0.0,115371.44997425326,874.0261361685854,70.47922356007449,1314.585869337261
939,1800,1224,0,1.0,0.0,0.0,114000.29353450044,904.7642344007971,70.62477655625679,1315.016798649107
940,1800,1224,0,0.9565217391304348,0.0,0.0,113677.16415814869,823.7475663633963,70.346327346147,1314.932027230745
941,1800,1224,0,1.0,0.0,0.0,116462.213421389,882.2894956165833,70.47922356007449,1314.5436972015596
942,1800,1224,0,0.9545454545454546,0.045454545454545456,0.0,99799.27307530142,756.0550990553138,70.47922356006305,1315.0564586259534
943,1800,1224,0,0.9130434782608695,0.043478260869565216,0.0,102056.17029790985,739.537465926883,70.34632734615795,1314.521815552147
944,1800,1224,0,0.9545454545454546,0.0,0.0,103118.23833766524,781.1987752853428,70.47922356006305,1314.7732866405568
945,1800,1224,0,0.9545454545454546,0.0,0.0,109343.11254415617,828.3569132133043,70.47922356006305,1315.2586738610044
946,1800,1224,0,0.9545454545454546,0.0,0.0,85074.02528046805,644.5001915186973,70.47922356006305,1314.8746885997462
