,LORA_SF,LORA_TRANSMIT_POWER,hops,pdr,plr,aggregation_efficiency,energy,energy_per_byte,energy_tx_per_byte
0,7,2,0,1.0,0.0,0.875,52537.74173380227,57.23065548344474,7.45939470222076
1,7,2,0,1.0,0.0,0.8181818181818181,50733.89010697984,445.03412374543717,39.19262451788546
2,7,2,0,1.0,0.0,0.6666666666666667,46376.383001155446,266.5309367882497,28.167754802764556
3,7,2,0,1.0,0.0,0.0,41521.51148181654,692.025191363609,74.14715906399445
4,7,2,0,1.0,0.0,0.0,41367.663096816505,689.4610516136084,74.14715906399445
5,7,2,0,1.0,0.0,0.7142857142857143,46378.81463515047,104.45678971880736,13.1290306399984
6,7,2,0,1.0,0.0,0.8888888888888888,53309.115507783514,60.441174045106024,8.661895158637517
7,7,2,0,1.0,0.0,0.8333333333333334,49908.78061184603,415.9065050987169,40.61298014399372
8,7,2,0,1.0,0.0,0.9,45269.36279876241,260.1687517170254,23.542350813794158
9,7,2,0,1.0,0.0,0.0,43341.716416564115,656.6926729782442,73.53583647999444
10,7,2,0,1.0,0.0,0.0,43315.762200559024,656.2994272811974,73.53583647999444
11,7,2,0,1.0,0.0,0.8666666666666667,38861.18098625519,107.94772496181997,17.204001246665698
12,7,2,0,1.0,0.0,0.7692307692307692,46782.666380119175,194.9277765838299,22.23560413799615
13,7,2,0,1.0,0.0,0.8823529411764706,53940.221957719674,57.62844226252102,7.752682728716711
14,7,2,0,1.0,0.0,0.8333333333333334,50566.1201851,421.38433487583336,40.61298014399372
15,7,2,0,1.0,0.0,0.9090909090909091,45083.9339880181,250.46629993343387,25.010930354665177
16,7,2,0,1.0,0.0,0.0,42106.71677118214,701.7786128530356,74.14715906399445
17,7,2,0,1.0,0.0,0.0,41950.9801616779,635.6209115405743,73.53583647999444
18,7,2,0,1.0,0.0,0.9090909090909091,44658.946592325956,86.54834610915883,9.0130884493015
19,7,2,0,1.0,0.0,0.8571428571428572,52319.56161050153,56.62290217586745,6.5433899542846445
20,7,2,0,1.0,0.0,0.9090909090909091,49315.63758306199,432.5933121321227,39.201946959993684
21,7,2,0,1.0,0.0,0.9,44596.54163143634,265.4556049490258,24.376823114289294
22,7,2,0,1.0,0.0,0.0,41261.51234542043,687.6918724236738,74.14715906399445
23,7,2,0,1.0,0.0,0.0,42360.322945831496,706.005382430525,74.14715906399445
24,7,2,0,1.0,0.0,0.7692307692307692,45152.07601729795,89.58745241527372,10.818225513331413
25,7,2,0,1.0,0.0,0.8823529411764706,53820.73999521485,61.021247160107535,8.19962311891023
26,7,2,0,1.0,0.0,0.8333333333333334,51006.57746871904,425.0548122393254,40.61298014399372
27,7,2,0,1.0,0.0,0.75,47217.93708337815,262.3218726854342,27.240638069338623
28,7,2,0,1.0,0.0,0.0,43593.98654994891,660.5149477264986,73.53583647999444
29,7,2,0,1.0,0.0,0.0,41918.45022072826,776.2675966801529,74.89433111110557
30,7,2,0,1.0,0.0,0.8571428571428572,47421.98897751633,90.84672217915006,11.234407339770188
31,7,2,0,1.0,0.0,0.875,53363.62812936914,67.8926566531414,8.636399320914308
32,7,2,0,0.9090909090909091,0.09090909090909091,0.7692307692307692,52255.173459141435,414.7235988820749,41.88962921523184
33,7,2,0,1.0,0.0,0.9,47079.84274607298,261.55468192262765,22.77531842666807
34,7,2,0,1.0,0.0,0.0,42876.620279056355,714.6103379842726,74.14715906399445
35,7,2,0,1.0,0.0,0.0,43545.95184608942,659.787149183173,73.53583647999444
36,7,2,0,1.0,0.0,0.65,48796.44413364121,66.11984299951384,11.348960065039702
37,7,2,0,1.0,0.0,0.8125,53633.72874089967,62.510173357691926,7.951303187694069
38,7,2,0,1.0,0.0,0.7272727272727273,51243.39001042525,474.4758334298635,41.35031183554651
39,7,2,0,1.0,0.0,0.75,46033.698865573046,284.1586349726731,30.228014210378902
40,7,2,0,1.0,0.0,0.0,40925.44708957609,682.0907848262682,74.14715906399445
41,7,2,0,1.0,0.0,0.0,41166.32659245753,762.3393813418062,74.89433111110557
42,7,2,0,1.0,0.0,0.7692307692307692,45459.59166565954,97.13587962747764,11.611792234869979
43,7,2,0,1.0,0.0,0.875,51098.98431162252,50.09704344276717,6.760341632000241
44,7,2,0,1.0,0.0,0.8,48349.68036682126,287.7957164691742,24.370497171430145
45,7,2,0,1.0,0.0,0.9090909090909091,43821.54610650711,365.17955088755923,37.25070593199052
46,7,2,0,1.0,0.0,0.0,40270.58468326212,671.1764113877019,74.14715906399445
47,7,2,0,1.0,0.0,0.0,41481.31610523698,628.5047894732876,73.53583647999444
48,7,2,0,1.0,0.0,0.9166666666666666,35206.143238559765,86.28956676117589,12.273198959998684
49,7,2,0,1.0,0.0,0.0,44783.56074629137,678.5387991862328,73.53583647999444
50,7,2,0,1.0,0.0,0.875,52674.3303121082,60.965660083458566,7.894855759998956
51,7,2,0,1.0,0.0,0.8181818181818181,50975.90278205716,447.1570419478698,39.19262451788546
52,7,2,0,1.0,0.0,0.8181818181818181,46371.44369588142,266.50254997633,25.861160615175677
53,7,2,0,1.0,0.0,0.0,43607.925421674554,660.7261427526447,73.53583647999444
54,7,2,0,1.0,0.0,0.0,42402.718316355575,706.7119719392596,74.14715906399445
55,7,2,0,1.0,0.0,0.7857142857142857,47544.850156808076,95.47158666025717,11.750215924818429
56,7,2,0,1.0,0.0,0.9090909090909091,50617.92209596911,140.60533915546975,12.735729497332262
57,7,2,0,0.8,0.1,0.8823529411764706,52834.53943105473,73.38130476535379,9.945642747333345
