,LORA_SF,LORA_TRANSMIT_POWER,hops,pdr,plr,aggregation_efficiency,energy,energy_per_byte,energy_tx_per_byte,latency
0,7,2,0,1.0,0.0,0.0,44839.17383234236,679.381421702157,73.53583647999444,963.7765356275104
1,7,2,0,1.0,0.0,0.0,44004.77685611227,814.9032751131903,74.89433111110557,902.4887000000936
2,7,2,0,1.0,0.0,0.0,50415.82408029937,840.2637346716562,74.14715906399445,872.3572600001617
3,7,2,0,1.0,0.0,0.75,50743.64995733099,211.43187482221248,20.554467031995337,842.4310439991477
4,7,2,0,1.0,0.0,0.0,48965.300901460236,741.8984985069733,73.53583647999444,812.3618359991979
5,7,2,0,1.0,0.0,0.0,47620.666294690716,793.6777715781786,74.14715906399445,782.1442479992147
6,7,2,0,1.0,0.0,0.0,42361.080690129565,706.0180115021594,74.14715906399445,752.0850399992669
7,7,2,0,1.0,0.0,0.0,45261.43191071721,685.7792713745032,73.53583647999444,721.8734519999543
8,7,2,0,1.0,0.0,0.75,36900.49021307027,323.68851064096725,42.731860530520414,692.1086160009254
9,7,2,0,1.0,0.0,0.8461538461538461,36994.95250541187,166.643930204558,24.004980559994554,662.3337800008849
10,7,2,0,1.0,0.0,0.0,51592.8040919647,859.8800681994118,74.14715906399445,632.571944000847
11,7,2,0,1.0,0.0,0.0,52081.494774856095,868.0249129142683,74.14715906399445,922.2246920001462
12,7,2,0,1.0,0.0,0.7272727272727273,51350.109258297256,150.14651829911477,13.381171204207027,892.6708479997433
13,7,2,0,1.0,0.0,0.7142857142857143,50348.593188378196,182.4224390883268,20.835672038260874,862.2138879991107
14,7,2,0,1.0,0.0,0.0,50240.43852758969,761.2187655695408,73.53583647999444,832.4166719991335
15,7,2,1,0.8888888888888888,0.1111111111111111,0.8181818181818181,32314.260157045384,299.20611256523506,41.360152191105186,1882.6774360002319
16,7,2,1,0.8,0.1,0.0,31491.22701631595,524.8537836052658,74.14715906399445,1202.4414319987009
17,7,2,1,0.9,0.0,0.0,52325.28358630004,872.0880597716673,74.14715906399445,1322.7737079987965
18,7,2,1,0.9,0.0,0.0,52353.15804754296,872.5526341257159,74.14715906399445,1442.4812679985353
19,7,2,1,0.6,0.3,0.0,47698.631471594665,794.9771911932444,74.14715906399445,1562.9734799984926
20,7,2,1,0.9,0.0,0.5,50443.26097172483,525.4506351221336,50.67766197999157,1682.4935760022527
21,7,2,1,0.9,0.0,0.8181818181818181,45724.19865603616,254.02332586686757,25.01093035466937,1803.028168002369
22,7,2,1,0.9,0.0,0.0,47160.33451109901,786.0055751849835,74.14715906399445,1923.2180080025246
23,7,2,1,0.8181818181818182,0.0,0.7692307692307692,38072.64830201923,158.6360345917468,22.240032297995196,1236.9691520001634
24,7,2,1,1.0,0.0,0.0,29213.5122062718,540.9909667828111,74.89433111110557,1536.6042799984534
25,7,2,2,0.8,0.1,0.0,31673.89527241951,527.8982545403252,74.14715906399445,2542.143719997438
26,7,2,2,0.8888888888888888,0.0,0.0,30752.449505413446,569.4898056558045,74.89433111110557,2662.561459997338
27,7,2,2,0.9090909090909091,0.0,0.0,39726.0954681961,601.9105373969106,73.53583647999444,2782.3870759973033
28,7,2,2,0.9090909090909091,0.0,0.0,41516.7580913177,629.0417892623894,73.53583647999444,2902.7763799971326
